ID,ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol)
1498,0.075471698,30,65.58,1.42,3.69,7.08,-60
1499,0.019417476,27,58.93,1.52,4.27,6.8,64
1500,0.047619048,28,58.69,1.49,4.4,6.5,112
1501,0.047619048,29,63.55,1.45,4.48,6.1,119
1502,0.047619048,30,65.58,1.42,3.69,7.08,-60
1503,0.047619048,27,58.93,1.52,4.27,6.8,64
1504,0.043478261,25,54.94,1.61,3.47,8.6,-50
1505,0.043478261,25,54.94,1.61,3.47,8.6,-50
1506,0.1,31,69.72,1.36,3.21,8.12,29
1507,0.018867925,27,58.93,1.52,4.27,6.8,64
1508,0.025,30,65.58,1.42,3.69,7.08,-60
1509,0.028985507,30,65.58,1.42,3.69,7.08,-60
1510,0.033333333,30,65.58,1.42,3.69,7.08,-60
1511,0.047619048,25,54.94,1.61,3.47,8.6,-50
1512,0.03125,30,65.58,1.42,3.69,7.08,-60
1513,0.045454545,68,167,2.26,3.58,23,30
1514,0.04,39,88.91,2.12,3.26,22,30
1515,0.013157895,30,65.58,1.42,3.69,7.08,-60
1516,0.035714286,30,65.58,1.42,3.69,7.08,-60
1517,0.0625,68,167,2.26,3.58,23,30
1518,0.016393443,58,140,2.1,3.25,36,55
1519,0.034482759,29,63.55,1.45,4.48,6.1,119
1520,0.034482759,29,63.55,1.45,4.48,6.1,119
1521,0.034482759,29,63.55,1.45,4.48,6.1,119
1522,0.03030303,49,114.8,1.56,3.04,4.5,37
1523,0.03030303,49,114.8,1.56,3.04,4.5,37
1524,0.037037037,30,65.58,1.42,3.69,7.08,-60
1525,0.037037037,30,65.58,1.42,3.69,7.08,-60
1526,0.052631579,12,24.31,1.45,4.09,10.6,-40
1527,0.056338028,30,65.58,1.42,3.69,7.08,-60
1528,0.010638298,66,162.5,2.28,3.51,25,1
1529,0.032258065,66,162.5,2.28,3.51,25,1
1530,0.027027027,25,54.94,1.61,3.47,8.6,-50
1531,0.033333333,38,87.62,2.19,2.87,27.6,5
1532,0.052631579,21,44.96,1.84,3.37,16.9,18
1533,0.0625,92,238,2.22,3.37,46,51
1534,0.076923077,60,144,2.06,3.25,32,9
1535,0.076923077,64,157,2.33,3.45,26,13
1536,0.075471698,30,65.58,1.42,3.69,7.08,-60
1537,0.018181818,28,58.69,1.49,4.4,6.5,112
1538,0.035087719,27,58.93,1.52,4.27,6.8,64
1539,0.035087719,27,58.93,1.52,4.27,6.8,64
1540,0.035087719,27,58.93,1.52,4.27,6.8,64
1541,0.035087719,27,58.93,1.52,4.27,6.8,64
1542,0.035087719,27,58.93,1.52,4.27,6.8,64
1543,0.045454545,47,107.9,1.65,4.44,6.3,126
1544,0.037037037,29,63.55,1.45,4.48,6.1,119
1545,0.059701493,62,150.5,2.38,3.35,29,16
1546,0.058823529,30,65.58,1.42,3.69,7.08,-60
1547,0.058823529,30,65.58,1.42,3.69,7.08,-60
1548,0.047619048,30,65.58,1.42,3.69,7.08,-60
1549,0.047619048,25,54.94,1.61,3.47,8.6,-50
1550,0.056603774,27,58.93,1.52,4.27,6.8,64
1551,0.076923077,28,58.69,1.49,4.4,6.5,112
1552,0.021276596,59,141,2.47,3.22,34,11
1553,0.027522936,26,55.85,1.56,4.03,7.5,15
1554,0.027027027,26,55.85,1.56,4.03,7.5,15
1555,0.035087719,30,65.58,1.42,3.69,7.08,-60
1556,0.0625,68,167,2.26,3.58,23,30
1557,0.0625,69,169,2.22,3.61,22,99
1558,0.052631579,25,54.94,1.61,3.47,8.6,-50
1559,0.074074074,25,54.94,1.61,3.47,8.6,-50
1560,0.074074074,25,54.94,1.61,3.47,8.6,-50
1561,0.12,28,58.69,1.49,4.4,6.5,112
1562,0.057142857,30,65.58,1.42,3.69,7.08,-60
1563,0.081081081,48,112.4,1.61,3.8,6,-70
1564,0.081081081,29,63.55,1.45,4.48,6.1,119
1565,0.040816327,30,65.58,1.42,3.69,7.08,-60
1566,0.025641026,27,58.93,1.52,4.27,6.8,64
1567,0.02247191,60,144,2.06,3.25,32,9
1568,0.083333333,57,139,2.26,3.02,37,54
1569,0.04,70,173,2.22,3.12,22,-2
1570,0.078947368,29,63.55,1.45,4.48,6.1,119
1571,0.048780488,25,54.94,1.61,3.47,8.6,-50
1572,0.033333333,25,54.94,1.61,3.47,8.6,-50
1573,0.037037037,25,54.94,1.61,3.47,8.6,-50
1574,0.037037037,25,54.94,1.61,3.47,8.6,-50
1575,0.037037037,25,54.94,1.61,3.47,8.6,-50
1576,0.037037037,25,54.94,1.61,3.47,8.6,-50
1577,0.02970297,48,112.4,1.61,3.8,6,-70
1578,0.020408163,48,112.4,1.61,3.8,6,-70
1579,0.038461538,29,63.55,1.45,4.48,6.1,119
1580,0.105263158,30,65.58,1.42,3.69,7.08,-60
1581,0.075471698,30,65.58,1.42,3.69,7.08,-60
1582,0.075471698,30,65.58,1.42,3.69,7.08,-60
1583,0.130434783,48,112.4,1.61,3.8,6,-70
1584,0.033333333,30,65.58,1.42,3.69,7.08,-60
1585,0.032258065,29,63.55,1.45,4.48,6.1,119
1586,0.047619048,3,6.941,1.67,3.01,24.3,60
1587,0.05,3,6.941,1.67,3.01,24.3,60
1588,0.036144578,12,24.31,1.45,4.09,10.6,-40
1589,0.036144578,12,24.31,1.45,4.09,10.6,-40
1590,0.148148148,42,95.96,1.9,3.92,13,72
1591,0.184615385,42,95.96,1.9,3.92,13,72
1592,0.055555556,13,26.98,1.18,3.21,8.34,42
1593,0.052631579,13,26.98,1.18,3.21,8.34,42
1594,0.052631579,13,26.98,1.18,3.21,8.34,42
1595,0.044117647,48,112.4,1.61,3.8,6,-70
1596,0.033333333,49,114.8,1.56,3.04,4.5,37
1597,0.020408163,30,65.58,1.42,3.69,7.08,-60
1598,0.028571429,27,58.93,1.52,4.27,6.8,64
1599,0.03030303,30,65.58,1.42,3.69,7.08,-60
1600,0.039215686,27,58.93,1.52,4.27,6.8,64
1601,0.016949153,28,58.69,1.49,4.4,6.5,112
1602,0.016949153,28,58.69,1.49,4.4,6.5,112
1603,0.076923077,68,167,2.26,3.58,23,30
1604,0.076923077,70,173,2.22,3.12,22,-2
1605,0.076923077,62,150.5,2.38,3.35,29,16
1606,0.076923077,64,157,2.33,3.45,26,13
1607,0.076923077,66,162.5,2.28,3.51,25,1
1608,0.076923077,60,144,2.06,3.25,32,9
1609,0.076923077,62,150.5,2.38,3.35,29,16
1610,0.076923077,64,157,2.33,3.45,26,13
1611,0.076923077,66,162.5,2.28,3.51,25,1
1612,0.076923077,67,165,2.26,3.55,23,33
1613,0.125,4,9.012,1.12,4.81,5.6,-50
1614,0.033707865,30,65.58,1.42,3.69,7.08,-60
1615,0.041666667,29,63.55,1.45,4.48,6.1,119
1616,0.052631579,30,65.58,1.42,3.69,7.08,-60
1617,0.018691589,59,141,2.47,3.22,34,11
1618,0.019230769,66,162.5,2.28,3.51,25,1
1619,0.036144578,29,63.55,1.45,4.48,6.1,119
1620,0.036144578,27,58.93,1.52,4.27,6.8,64
1621,0.111111111,25,54.94,1.61,3.47,8.6,-50
1622,0.028571429,48,112.4,1.61,3.8,6,-70
1623,0.022222222,48,112.4,1.61,3.8,6,-70
1624,0.111111111,25,54.94,1.61,3.47,8.6,-50
1625,0.111111111,25,54.94,1.61,3.47,8.6,-50
1626,0.065217391,30,65.58,1.42,3.69,7.08,-60
1627,0.037037037,29,63.55,1.45,4.48,6.1,119
1628,0.054794521,30,65.58,1.42,3.69,7.08,-60
1629,0.102040816,27,58.93,1.52,4.27,6.8,64
1630,0.034482759,29,63.55,1.45,4.48,6.1,119
1631,0.034482759,29,63.55,1.45,4.48,6.1,119
1632,0.035714286,29,63.55,1.45,4.48,6.1,119
1633,0.04,27,58.93,1.52,4.27,6.8,64
1634,0.034482759,29,63.55,1.45,4.48,6.1,119
1635,0.035714286,29,63.55,1.45,4.48,6.1,119
1636,0.125,48,112.4,1.61,3.8,6,-70
1637,0.025316456,29,63.55,1.45,4.48,6.1,119
1638,0.041666667,13,26.98,1.18,3.21,8.34,42
1639,0.045454545,47,107.9,1.65,4.44,6.3,126
1640,0.088888889,29,63.55,1.45,4.48,6.1,119
1641,0.019230769,30,65.58,1.42,3.69,7.08,-60
1642,0.014705882,30,65.58,1.42,3.69,7.08,-60
1643,0.018867925,25,54.94,1.61,3.47,8.6,-50
1644,0.050847458,12,24.31,1.45,4.09,10.6,-40
1645,0.009803922,48,112.4,1.61,3.8,6,-70
1646,0.009803922,48,112.4,1.61,3.8,6,-70
1647,0.009803922,48,112.4,1.61,3.8,6,-70
1648,0.009803922,48,112.4,1.61,3.8,6,-70
1649,0.009803922,48,112.4,1.61,3.8,6,-70
1650,0.009345794,48,112.4,1.61,3.8,6,-70
1651,0.009803922,48,112.4,1.61,3.8,6,-70
1652,0.009803922,48,112.4,1.61,3.8,6,-70
1653,0.033707865,29,63.55,1.45,4.48,6.1,119
1654,0.033707865,29,63.55,1.45,4.48,6.1,119
1655,0.081081081,48,112.4,1.61,3.8,6,-70
1656,0.055555556,29,63.55,1.45,4.48,6.1,119
1657,0.055555556,26,55.85,1.56,4.03,7.5,15
1658,0.076923077,29,63.55,1.45,4.48,6.1,119
1659,0.076923077,29,63.55,1.45,4.48,6.1,119
1660,0.058823529,27,58.93,1.52,4.27,6.8,64
1661,0.022222222,30,65.58,1.42,3.69,7.08,-60
1662,0.027027027,57,139,2.26,3.02,37,54
1663,0.025641026,49,114.8,1.56,3.04,4.5,37
1664,0.022988506,29,63.55,1.45,4.48,6.1,119
1665,0.076923077,29,63.55,1.45,4.48,6.1,119
1666,0.076923077,29,63.55,1.45,4.48,6.1,119
1667,0.076923077,29,63.55,1.45,4.48,6.1,119
1668,0.076923077,29,63.55,1.45,4.48,6.1,119
1669,0.076923077,29,63.55,1.45,4.48,6.1,119
1670,0.076923077,29,63.55,1.45,4.48,6.1,119
1671,0.076923077,29,63.55,1.45,4.48,6.1,119
1672,0.04040404,30,65.58,1.42,3.69,7.08,-60
1673,0.052631579,27,58.93,1.52,4.27,6.8,64
1674,0.04,64,157,2.33,3.45,26,13
1675,0.018867925,29,63.55,1.45,4.48,6.1,119
1676,0.055555556,23,50.94,1.71,3.64,11.4,51
1677,0.03030303,29,63.55,1.45,4.48,6.1,119
1678,0.03030303,29,63.55,1.45,4.48,6.1,119
1679,0.044776119,30,65.58,1.42,3.69,7.08,-60
1680,0.066666667,38,87.62,2.19,2.87,27.6,5
1681,0.071428571,30,65.58,1.42,3.69,7.08,-60
1682,0.076923077,30,65.58,1.42,3.69,7.08,-60
1683,0.019230769,64,157,2.33,3.45,26,13
1684,0.019230769,64,157,2.33,3.45,26,13
1685,0.015384615,64,157,2.33,3.45,26,13
1686,0.015384615,64,157,2.33,3.45,26,13
1687,0.019230769,64,157,2.33,3.45,26,13
1688,0.111111111,12,24.31,1.45,4.09,10.6,-40
1689,0.111111111,12,24.31,1.45,4.09,10.6,-40
1690,0.111111111,12,24.31,1.45,4.09,10.6,-40
1691,0.111111111,12,24.31,1.45,4.09,10.6,-40
1692,0.111111111,12,24.31,1.45,4.09,10.6,-40
1693,0.038461538,28,58.69,1.49,4.4,6.5,112
1694,0.076923077,12,24.31,1.45,4.09,10.6,-40
1695,0.035714286,20,40.08,1.94,3.07,25,2
1696,0.056179775,30,65.58,1.42,3.69,7.08,-60
1697,0.054945055,30,65.58,1.42,3.69,7.08,-60
1698,0.013333333,30,65.58,1.42,3.69,7.08,-60
1699,0.020408163,48,112.4,1.61,3.8,6,-70
1700,0.027777778,25,54.94,1.61,3.47,8.6,-50
1701,0.027777778,30,65.58,1.42,3.69,7.08,-60
1702,0.027777778,30,65.58,1.42,3.69,7.08,-60
1703,0.027777778,30,65.58,1.42,3.69,7.08,-60
1704,0.027777778,30,65.58,1.42,3.69,7.08,-60
1705,0.029411765,39,88.91,2.12,3.26,22,30
1706,0.028571429,30,65.58,1.42,3.69,7.08,-60
1707,0.014492754,27,58.93,1.52,4.27,6.8,64
1708,0.043478261,27,58.93,1.52,4.27,6.8,64
1709,0.043478261,27,58.93,1.52,4.27,6.8,64
1710,0.043478261,27,58.93,1.52,4.27,6.8,64
1711,0.035087719,11,22.99,1.9,2.84,23.6,53
1712,0.015267176,30,65.58,1.42,3.69,7.08,-60
1713,0.058823529,30,65.58,1.42,3.69,7.08,-60
1714,0.025,57,139,2.26,3.02,37,54
1715,0.066666667,27,58.93,1.52,4.27,6.8,64
1716,0.090909091,30,65.58,1.42,3.69,7.08,-60
1717,0.074074074,30,65.58,1.42,3.69,7.08,-60
1718,0.111111111,28,58.69,1.49,4.4,6.5,112
1719,0.111111111,25,54.94,1.61,3.47,8.6,-50
1720,0.097560976,30,65.58,1.42,3.69,7.08,-60
1721,0.097560976,30,65.58,1.42,3.69,7.08,-60
1722,0.033333333,29,63.55,1.45,4.48,6.1,119
1723,0.011111111,68,167,2.26,3.58,23,30
1724,0.035714286,29,63.55,1.45,4.48,6.1,119
1725,0.024390244,28,58.69,1.49,4.4,6.5,112
1726,0.035714286,58,140,2.1,3.25,36,55
1727,0.08,30,65.58,1.42,3.69,7.08,-60
1728,0.02189781,30,65.58,1.42,3.69,7.08,-60
1729,0.032258065,29,63.55,1.45,4.48,6.1,119
1730,0.035714286,67,165,2.26,3.55,23,33
1731,0.035714286,66,162.5,2.28,3.51,25,1
1732,0.035714286,60,144,2.06,3.25,32,9
1733,0.071428571,3,6.941,1.67,3.01,24.3,60
1734,0.071428571,3,6.941,1.67,3.01,24.3,60
1735,0.071428571,3,6.941,1.67,3.01,24.3,60
1736,0.052631579,30,65.58,1.42,3.69,7.08,-60
1737,0.02970297,30,65.58,1.42,3.69,7.08,-60
1738,0.038461538,30,65.58,1.42,3.69,7.08,-60
1739,0.111111111,27,58.93,1.52,4.27,6.8,64
1740,0.111111111,27,58.93,1.52,4.27,6.8,64
1741,0.01754386,48,112.4,1.61,3.8,6,-70
1742,0.020408163,27,58.93,1.52,4.27,6.8,64
1743,0.020408163,30,65.58,1.42,3.69,7.08,-60
1744,0.034090909,30,65.58,1.42,3.69,7.08,-60
1745,0.027777778,30,65.58,1.42,3.69,7.08,-60
1746,0.023529412,30,65.58,1.42,3.69,7.08,-60
1747,0.027777778,30,65.58,1.42,3.69,7.08,-60
1748,0.111111111,48,112.4,1.61,3.8,6,-70
1749,0.090909091,48,112.4,1.61,3.8,6,-70
1750,0.071428571,25,54.94,1.61,3.47,8.6,-50
1751,0.055555556,26,55.85,1.56,4.03,7.5,15
1752,0.108108108,92,238,2.22,3.37,46,51
1753,0.055555556,49,114.8,1.56,3.04,4.5,37
1754,0.037037037,29,63.55,1.45,4.48,6.1,119
1755,0.166666667,30,65.58,1.42,3.69,7.08,-60
1756,0.047619048,46,106.4,1.69,4.45,6.9,54
1757,0.052631579,30,65.58,1.42,3.69,7.08,-60
1758,0.050847458,30,65.58,1.42,3.69,7.08,-60
1759,0.094339623,48,112.4,1.61,3.8,6,-70
1760,0.052631579,66,162.5,2.28,3.51,25,1
1761,0.1,78,195.08,1.77,5.6,6.5,205
1762,0.014925373,56,137.3,2.53,2.68,39.7,14
1763,0.043478261,67,165,2.26,3.55,23,33
1764,0.041666667,30,65.58,1.42,3.69,7.08,-60
1765,0.058823529,82,207,1.54,3.89,3.7,34
1766,0.054794521,30,65.58,1.42,3.69,7.08,-60
1767,0.095238095,38,87.62,2.19,2.87,27.6,5
1768,0.176470588,48,112.4,1.61,3.8,6,-70
1769,0.176470588,48,112.4,1.61,3.8,6,-70
1770,0.176470588,48,112.4,1.61,3.8,6,-70
1771,0.176470588,48,112.4,1.61,3.8,6,-70
1772,0.176470588,48,112.4,1.61,3.8,6,-70
1773,0.071428571,30,65.58,1.42,3.69,7.08,-60
1774,0.058823529,29,63.55,1.45,4.48,6.1,119
1775,0.090909091,29,63.55,1.45,4.48,6.1,119
1776,0.111111111,38,87.62,2.19,2.87,27.6,5
1777,0.076923077,13,26.98,1.18,3.21,8.34,42
1778,0.03030303,25,54.94,1.61,3.47,8.6,-50
1779,0.03030303,59,141,2.47,3.22,34,11
1780,0.018181818,58,140,2.1,3.25,36,55
1781,0.024096386,66,162.5,2.28,3.51,25,1
1782,0.032786885,30,65.58,1.42,3.69,7.08,-60
1783,0.045454545,27,58.93,1.52,4.27,6.8,64
1784,0.025641026,48,112.4,1.61,3.8,6,-70
1785,0.023255814,30,65.58,1.42,3.69,7.08,-60
1786,0.022222222,48,112.4,1.61,3.8,6,-70
1787,0.032258065,25,54.94,1.61,3.47,8.6,-50
1788,0.03125,58,140,2.1,3.25,36,55
1789,0.058823529,29,63.55,1.45,4.48,6.1,119
1790,0.018181818,58,140,2.1,3.25,36,55
1791,0.058823529,29,63.55,1.45,4.48,6.1,119
1792,0.030769231,30,65.58,1.42,3.69,7.08,-60
1793,0.111111111,3,6.941,1.67,3.01,24.3,60
1794,0.033333333,20,40.08,1.94,3.07,25,2
1795,0.020833333,30,65.58,1.42,3.69,7.08,-60
1796,0.020833333,27,58.93,1.52,4.27,6.8,64
1797,0.027027027,66,162.5,2.28,3.51,25,1
1798,0.027027027,64,157,2.33,3.45,26,13
1799,0.058823529,30,65.58,1.42,3.69,7.08,-60
1800,0.058823529,30,65.58,1.42,3.69,7.08,-60
1801,0.058823529,30,65.58,1.42,3.69,7.08,-60
1802,0.047619048,30,65.58,1.42,3.69,7.08,-60
1803,0.043478261,30,65.58,1.42,3.69,7.08,-60
1804,0.047619048,30,65.58,1.42,3.69,7.08,-60
1805,0.076923077,24,52,1.66,3.72,6.8,65
1806,0.04,29,63.55,1.45,4.48,6.1,119
1807,0.04,29,63.55,1.45,4.48,6.1,119
1808,0.021276596,27,58.93,1.52,4.27,6.8,64
1809,0.021276596,27,58.93,1.52,4.27,6.8,64
1810,0.023529412,29,63.55,1.45,4.48,6.1,119
1811,0.058823529,30,65.58,1.42,3.69,7.08,-60
1812,0.037037037,30,65.58,1.42,3.69,7.08,-60
1813,0.111111111,30,65.58,1.42,3.69,7.08,-60
1814,0.040816327,30,65.58,1.42,3.69,7.08,-60
1815,0.111111111,30,65.58,1.42,3.69,7.08,-60
1816,0.033333333,48,112.4,1.61,3.8,6,-70
