ID,total_number,metal1,number1,ratio1,metal2,number2,ratio2
1,144,Ce,8,0.055555556,No,0,0
2,144,Pr,8,0.055555556,No,0,0
3,144,Nd,8,0.055555556,No,0,0
4,144,Sm,8,0.055555556,No,0,0
5,144,Gd,8,0.055555556,No,0,0
6,356,Co,12,0.033707865,No,0,0
7,224,Zn,16,0.071428571,No,0,0
8,344,Cu,8,0.023255814,No,0,0
9,280,Cd,6,0.021428571,No,0,0
10,78,Zn,16,0.205128205,No,0,0
11,248,Na,8,0.032258065,Cd,8,0.032258065
12,56,Co,2,0.035714286,No,0,0
13,274,Mn,4,0.01459854,V,32,0.116788321
14,274,V,32,0.116788321,Co,4,0.01459854
15,270,Zn,6,0.022222222,No,0,0
16,340,Co,20,0.058823529,No,0,0
17,80,Sm,2,0.025,No,0,0
18,80,La,2,0.025,No,0,0
19,80,Gd,2,0.025,No,0,0
20,80,Nd,2,0.025,No,0,0
21,124,Cu,4,0.032258065,No,0,0
22,76,Tm,4,0.052631579,No,0,0
23,128,La,8,0.0625,No,0,0
24,112,Cu,8,0.071428571,No,0,0
25,22,Cu,2,0.090909091,No,0,0
26,178,Er,4,0.02247191,Cu,6,0.033707865
27,150,Cu,6,0.04,No,0,0
28,152,Ni,8,0.052631579,No,0,0
29,160,Cu,12,0.075,No,0,0
30,306,Ce,12,0.039215686,No,0,0
31,300,Nd,12,0.04,No,0,0
32,172,Ce,4,0.023255814,No,0,0
33,172,Gd,4,0.023255814,No,0,0
34,172,Ce,4,0.023255814,No,0,0
35,75,Cu,3,0.04,No,0,0
36,272,Zn,8,0.029411765,No,0,0
37,272,Zn,8,0.029411765,No,0,0
38,96,Ca,6,0.0625,No,0,0
39,174,Cu,6,0.034482759,No,0,0
40,110,La,2,0.018181818,No,0,0
41,122,La,2,0.016393443,No,0,0
42,112,Cu,4,0.035714286,No,0,0
43,156,Cu,6,0.038461538,No,0,0
44,108,Zn,4,0.037037037,No,0,0
45,112,Zn,8,0.071428571,No,0,0
46,132,Cu,12,0.090909091,No,0,0
47,132,Cu,12,0.090909091,No,0,0
48,213,Cd,6,0.028169014,No,0,0
49,142,Cd,4,0.028169014,No,0,0
50,184,Zn,16,0.086956522,No,0,0
51,176,Cd,8,0.045454545,No,0,0
52,176,Zn,16,0.090909091,No,0,0
53,108,Mn,12,0.111111111,No,0,0
54,84,Mn,12,0.142857143,No,0,0
55,108,Mn,12,0.111111111,No,0,0
56,108,Mn,12,0.111111111,No,0,0
57,108,Mn,12,0.111111111,No,0,0
58,108,Mn,12,0.111111111,No,0,0
59,108,Mn,12,0.111111111,No,0,0
60,126,Co,6,0.047619048,No,0,0
61,108,V,6,0.055555556,No,0,0
62,98,Zn,4,0.040816327,No,0,0
63,98,Zn,4,0.040816327,No,0,0
64,216,Cd,8,0.037037037,No,0,0
65,288,Cu,8,0.027777778,No,0,0
66,288,Ni,8,0.027777778,No,0,0
67,54,Cd,6,0.111111111,No,0,0
68,240,Zn,8,0.033333333,No,0,0
69,240,Mn,8,0.033333333,No,0,0
70,192,Mg,12,0.0625,No,0,0
71,318,Cu,6,0.018867925,No,0,0
72,224,Cd,4,0.017857143,No,0,0
73,158,Cd,6,0.037974684,No,0,0
74,76,Ce,4,0.052631579,No,0,0
75,144,Zn,4,0.027777778,No,0,0
76,178,Zn,8,0.04494382,No,0,0
77,520,Cd,8,0.015384615,No,0,0
78,148,Zn,8,0.054054054,No,0,0
79,272,Ba,16,0.058823529,No,0,0
80,228,Ag,12,0.052631579,No,0,0
81,70,Ni,2,0.028571429,No,0,0
82,208,Co,8,0.038461538,No,0,0
83,104,Co,4,0.038461538,No,0,0
84,166,Nd,4,0.024096386,Co,6,0.036144578
85,159,Zn,3,0.018867925,No,0,0
86,272,Co,4,0.014705882,No,0,0
87,148,U,16,0.108108108,No,0,0
88,128,Mg,16,0.125,No,0,0
89,222,Mn,10,0.045045045,No,0,0
90,54,Ga,10,0.185185185,No,0,0
91,212,Zn,12,0.056603774,No,0,0
92,150,Zn,6,0.04,No,0,0
93,150,Zn,6,0.04,No,0,0
94,156,Zn,6,0.038461538,No,0,0
95,156,Zn,6,0.038461538,No,0,0
96,144,Zn,6,0.041666667,No,0,0
97,144,Zn,6,0.041666667,No,0,0
98,156,Zn,6,0.038461538,No,0,0
99,156,Zn,6,0.038461538,No,0,0
100,186,Zn,6,0.032258065,No,0,0
101,180,Zn,6,0.033333333,No,0,0
102,218,Co,6,0.027522936,No,0,0
103,272,Ni,6,0.022058824,No,0,0
104,104,Cu,6,0.057692308,No,0,0
105,104,Cu,6,0.057692308,No,0,0
106,104,Cu,6,0.057692308,No,0,0
107,104,Cu,6,0.057692308,No,0,0
108,98,Cu,4,0.040816327,No,0,0
109,124,Ho,4,0.032258065,No,0,0
110,124,Dy,4,0.032258065,No,0,0
111,128,Sm,4,0.03125,No,0,0
112,128,Pr,4,0.03125,No,0,0
113,128,Ce,4,0.03125,No,0,0
114,128,La,4,0.03125,No,0,0
115,81,Ni,3,0.037037037,No,0,0
116,130,Mn,6,0.046153846,No,0,0
117,90,Mn,4,0.044444444,No,0,0
118,200,Co,8,0.04,No,0,0
119,32,Bi,4,0.125,No,0,0
120,164,Ni,8,0.048780488,No,0,0
121,154,Zn,10,0.064935065,No,0,0
122,138,Cu,6,0.043478261,No,0,0
123,72,Cu,4,0.055555556,No,0,0
124,72,Cu,4,0.055555556,No,0,0
125,64,Nd,4,0.0625,No,0,0
126,114,Zn,6,0.052631579,No,0,0
127,440,Mo,8,0.018181818,No,0,0
128,192,Zn,8,0.041666667,No,0,0
129,174,Ni,4,0.022988506,No,0,0
130,296,Na,4,0.013513514,Ni,4,0.013513514
131,104,Dy,4,0.038461538,No,0,0
132,104,Gd,4,0.038461538,No,0,0
133,64,Zn,4,0.0625,No,0,0
134,184,Co,4,0.02173913,No,0,0
135,122,Mn,2,0.016393443,No,0,0
136,153,Fe,3,0.019607843,No,0,0
137,306,Fe,6,0.019607843,No,0,0
138,153,Fe,3,0.019607843,No,0,0
139,100,Cu,4,0.04,No,0,0
140,112,Cu,4,0.035714286,No,0,0
141,144,Zn,12,0.083333333,No,0,0
142,56,Pr,2,0.035714286,No,0,0
143,52,Ce,2,0.038461538,No,0,0
144,218,Mg,6,0.027522936,No,0,0
145,222,Ca,6,0.027027027,No,0,0
146,58,La,2,0.034482759,No,0,0
147,204,Cu,4,0.019607843,No,0,0
148,292,Zn,8,0.02739726,No,0,0
149,54,Fe,6,0.111111111,No,0,0
150,54,Fe,6,0.111111111,No,0,0
151,54,Fe,6,0.111111111,No,0,0
152,54,Fe,6,0.111111111,No,0,0
153,54,Fe,6,0.111111111,No,0,0
154,54,Fe,6,0.111111111,No,0,0
155,312,Ni,16,0.051282051,No,0,0
156,360,Cu,24,0.066666667,No,0,0
157,180,Cu,12,0.066666667,No,0,0
158,96,Cu,4,0.041666667,No,0,0
159,96,Cu,4,0.041666667,No,0,0
160,96,Cu,4,0.041666667,No,0,0
161,96,Cu,4,0.041666667,No,0,0
162,136,Pr,8,0.058823529,No,0,0
163,160,Gd,4,0.025,No,0,0
164,219,Mn,3,0.01369863,No,0,0
165,336,Cu,12,0.035714286,Mo,12,0.035714286
166,99,Cd,3,0.03030303,No,0,0
167,66,Ba,6,0.090909091,No,0,0
168,112,Gd,4,0.035714286,No,0,0
169,192,Ag,16,0.083333333,No,0,0
170,108,Ca,4,0.037037037,No,0,0
171,232,Cd,16,0.068965517,No,0,0
172,132,Cu,4,0.03030303,No,0,0
173,274,Dy,6,0.02189781,No,0,0
174,100,Co,4,0.04,No,0,0
175,52,Mo,4,0.076923077,No,0,0
176,246,Cu,18,0.073170732,No,0,0
177,143,Mg,3,0.020979021,No,0,0
178,112,Nd,4,0.035714286,No,0,0
179,74,Pr,2,0.027027027,No,0,0
180,54,Co,2,0.037037037,No,0,0
181,124,Cu,4,0.032258065,No,0,0
182,138,Mn,6,0.043478261,No,0,0
183,138,Mn,6,0.043478261,No,0,0
184,68,Mn,4,0.058823529,No,0,0
185,84,Co,8,0.095238095,No,0,0
186,172,Dy,8,0.046511628,No,0,0
187,64,Cd,8,0.125,No,0,0
188,64,Cd,8,0.125,No,0,0
189,70,Co,6,0.085714286,No,0,0
190,176,Cu,4,0.022727273,No,0,0
191,70,Co,6,0.085714286,No,0,0
192,124,Co,4,0.032258065,No,0,0
193,54,Co,6,0.111111111,No,0,0
194,56,Pr,4,0.071428571,No,0,0
195,56,Nd,4,0.071428571,No,0,0
196,146,No,0,0,No,0,0
197,96,No,0,0,No,0,0
198,204,Zn,4,0.019607843,No,0,0
199,92,Co,4,0.043478261,No,0,0
200,38,Ga,2,0.052631579,No,0,0
201,100,Dy,4,0.04,No,0,0
202,100,Ho,4,0.04,No,0,0
203,100,Er,4,0.04,No,0,0
204,100,Tm,4,0.04,No,0,0
205,76,Mn,8,0.105263158,Mo,4,0.052631579
206,240,Cu,12,0.05,Mo,4,0.016666667
207,220,Cu,12,0.054545455,Mo,4,0.018181818
208,228,Li,10,0.043859649,No,0,0
209,148,Cd,4,0.027027027,No,0,0
210,102,Cu,6,0.058823529,No,0,0
211,94,Dy,4,0.042553191,No,0,0
212,60,La,2,0.033333333,No,0,0
213,116,Nd,4,0.034482759,No,0,0
214,128,Cu,16,0.125,No,0,0
215,120,Cu,16,0.133333333,No,0,0
216,220,Cd,4,0.018181818,No,0,0
217,238,Zn,6,0.025210084,No,0,0
218,37,Mn,1,0.027027027,No,0,0
219,41,Mn,1,0.024390244,No,0,0
220,54,Co,6,0.111111111,No,0,0
221,304,Mn,6,0.019736842,No,0,0
222,284,Cu,8,0.028169014,No,0,0
223,136,Cd,4,0.029411765,No,0,0
224,136,Cd,4,0.029411765,No,0,0
225,140,Cu,4,0.028571429,No,0,0
226,112,Yb,2,0.017857143,No,0,0
227,180,Mn,12,0.066666667,No,0,0
228,180,Co,12,0.066666667,No,0,0
229,176,Y,4,0.022727273,No,0,0
230,176,Yb,4,0.022727273,No,0,0
231,176,Lu,4,0.022727273,No,0,0
232,176,Sm,4,0.022727273,No,0,0
233,176,Gd,4,0.022727273,No,0,0
234,176,Dy,4,0.022727273,No,0,0
235,176,Ho,4,0.022727273,No,0,0
236,176,Er,4,0.022727273,No,0,0
237,176,Tm,4,0.022727273,No,0,0
238,252,Nd,12,0.047619048,No,0,0
239,96,Co,4,0.041666667,No,0,0
240,96,Ni,4,0.041666667,No,0,0
241,100,Co,4,0.04,No,0,0
242,100,Ni,4,0.04,No,0,0
243,170,Mn,6,0.035294118,No,0,0
244,180,Co,12,0.066666667,No,0,0
245,69,Fe,3,0.043478261,No,0,0
246,69,Fe,3,0.043478261,No,0,0
247,69,Fe,3,0.043478261,No,0,0
248,69,Fe,3,0.043478261,No,0,0
249,34,Zn,2,0.058823529,No,0,0
250,340,Co,20,0.058823529,No,0,0
251,58,Cu,6,0.103448276,No,0,0
252,64,Cu,4,0.0625,No,0,0
253,64,Cu,4,0.0625,No,0,0
254,328,Co,8,0.024390244,No,0,0
255,136,Co,4,0.029411765,No,0,0
256,96,Mn,2,0.020833333,No,0,0
257,82,Mn,2,0.024390244,No,0,0
258,256,Zn,16,0.0625,No,0,0
259,200,Mn,12,0.06,No,0,0
260,112,Cu,8,0.071428571,No,0,0
261,180,Mn,4,0.022222222,No,0,0
262,34,Cd,1,0.029411765,Ni,1,0.029411765
263,64,V,4,0.0625,Ni,2,0.03125
264,64,V,4,0.0625,Co,2,0.03125
265,200,Cd,4,0.02,No,0,0
266,208,Zn,8,0.038461538,No,0,0
267,176,Mn,8,0.045454545,No,0,0
268,244,Nd,4,0.016393443,No,0,0
269,244,Pr,4,0.016393443,No,0,0
270,376,Co,8,0.021276596,No,0,0
271,160,Zn,4,0.025,No,0,0
272,74,Co,6,0.081081081,No,0,0
273,223,Mn,3,0.013452915,Zn,6,0.02690583
274,34,Cu,10,0.294117647,No,0,0
275,34,Cu,10,0.294117647,No,0,0
276,34,Cu,10,0.294117647,No,0,0
277,36,Ga,2,0.055555556,No,0,0
278,222,In,3,0.013513514,No,0,0
279,156,Cu,12,0.076923077,No,0,0
280,156,Cu,12,0.076923077,No,0,0
281,156,Cu,12,0.076923077,No,0,0
282,156,Cu,12,0.076923077,No,0,0
283,156,Cu,12,0.076923077,No,0,0
284,156,Cu,12,0.076923077,No,0,0
285,156,Cu,12,0.076923077,No,0,0
286,156,Cu,12,0.076923077,No,0,0
287,156,Cu,12,0.076923077,No,0,0
288,156,Cu,12,0.076923077,No,0,0
289,156,Cu,12,0.076923077,No,0,0
290,156,Cu,12,0.076923077,No,0,0
291,156,Cu,12,0.076923077,No,0,0
292,156,Cu,12,0.076923077,No,0,0
293,156,Cu,12,0.076923077,No,0,0
294,156,Cu,12,0.076923077,No,0,0
295,156,Cu,12,0.076923077,No,0,0
296,156,Cu,12,0.076923077,No,0,0
297,156,Cu,12,0.076923077,No,0,0
298,156,Cu,12,0.076923077,No,0,0
299,156,Cu,12,0.076923077,No,0,0
300,156,Cu,12,0.076923077,No,0,0
301,156,Cu,12,0.076923077,No,0,0
302,156,Cu,12,0.076923077,No,0,0
303,156,Cu,12,0.076923077,No,0,0
304,156,Cu,12,0.076923077,No,0,0
305,156,Cu,12,0.076923077,No,0,0
306,156,Cu,12,0.076923077,No,0,0
307,156,Cu,12,0.076923077,No,0,0
308,156,Cu,12,0.076923077,No,0,0
309,156,Cu,12,0.076923077,No,0,0
310,156,Cu,12,0.076923077,No,0,0
311,156,Cu,12,0.076923077,No,0,0
312,156,Cu,12,0.076923077,No,0,0
313,156,Cu,12,0.076923077,No,0,0
314,156,Cu,12,0.076923077,No,0,0
315,156,Cu,12,0.076923077,No,0,0
316,156,Cu,12,0.076923077,No,0,0
317,222,In,3,0.013513514,No,0,0
318,52,Cd,2,0.038461538,Ni,2,0.038461538
319,88,Zn,8,0.090909091,No,0,0
320,244,Cu,4,0.016393443,No,0,0
321,186,K,6,0.032258065,U,2,0.010752688
322,122,U,2,0.016393443,No,0,0
323,240,Mn,8,0.033333333,No,0,0
324,20,Zn,2,0.1,Ni,2,0.1
325,95,Cd,3,0.031578947,No,0,0
326,66,Zn,2,0.03030303,Ni,2,0.03030303
327,20,Zn,2,0.1,Ni,2,0.1
328,296,Cd,8,0.027027027,No,0,0
329,76,Gd,4,0.052631579,No,0,0
330,76,Gd,4,0.052631579,No,0,0
331,76,Gd,4,0.052631579,No,0,0
332,76,Gd,4,0.052631579,No,0,0
333,76,Gd,4,0.052631579,No,0,0
334,76,Gd,4,0.052631579,No,0,0
335,146,Fe,10,0.068493151,No,0,0
336,183,Zn,3,0.016393443,No,0,0
337,49,Ni,3,0.06122449,No,0,0
338,51,Ni,3,0.058823529,No,0,0
339,216,Cd,8,0.037037037,No,0,0
340,116,Cu,8,0.068965517,No,0,0
341,104,Co,8,0.076923077,No,0,0
342,84,U,6,0.071428571,No,0,0
343,66,U,6,0.090909091,No,0,0
344,108,Zn,4,0.037037037,No,0,0
345,108,Co,12,0.111111111,No,0,0
346,108,Co,12,0.111111111,No,0,0
347,108,Co,12,0.111111111,No,0,0
348,148,Cu,4,0.027027027,No,0,0
349,106,Zn,8,0.075471698,No,0,0
350,112,Mn,8,0.071428571,Re,24,0.214285714
351,112,Mn,8,0.071428571,Re,24,0.214285714
352,112,Mn,8,0.071428571,Re,24,0.214285714
353,112,Mn,8,0.071428571,Re,24,0.214285714
354,176,Zn,8,0.045454545,Co,8,0.045454545
355,166,Zn,8,0.048192771,No,0,0
356,38,Al,2,0.052631579,No,0,0
357,75,Al,4,0.053333333,No,0,0
358,38,Al,2,0.052631579,No,0,0
359,51,Co,3,0.058823529,No,0,0
360,172,Sr,8,0.046511628,Cd,4,0.023255814
361,144,Ca,4,0.027777778,Cd,4,0.027777778
362,230,Ca,2,0.008695652,Cd,4,0.017391304
363,60,Ce,2,0.033333333,No,0,0
364,60,Y,2,0.033333333,No,0,0
365,60,Pr,2,0.033333333,No,0,0
366,60,Nd,2,0.033333333,No,0,0
367,60,Sm,2,0.033333333,No,0,0
368,60,Gd,2,0.033333333,No,0,0
369,60,Dy,2,0.033333333,No,0,0
370,60,Er,2,0.033333333,No,0,0
371,60,Tm,2,0.033333333,No,0,0
372,304,Zn,8,0.026315789,No,0,0
373,224,Zn,4,0.017857143,No,0,0
374,232,Co,8,0.034482759,No,0,0
375,232,Co,8,0.034482759,No,0,0
376,67,Co,3,0.044776119,No,0,0
377,176,Zn,16,0.090909091,No,0,0
378,48,La,2,0.041666667,No,0,0
379,54,La,2,0.037037037,No,0,0
380,52,Nd,2,0.038461538,No,0,0
381,56,Sm,2,0.035714286,No,0,0
382,56,Gd,2,0.035714286,No,0,0
383,56,Gd,2,0.035714286,No,0,0
384,56,Er,2,0.035714286,No,0,0
385,64,La,2,0.03125,No,0,0
386,64,Nd,2,0.03125,No,0,0
387,64,Ce,2,0.03125,No,0,0
388,356,Cu,16,0.04494382,W,4,0.011235955
389,88,Cu,4,0.045454545,No,0,0
390,68,Sc,4,0.058823529,No,0,0
391,132,Zn,4,0.03030303,No,0,0
392,201,Cd,3,0.014925373,No,0,0
393,196,Cd,4,0.020408163,No,0,0
394,196,Co,4,0.020408163,No,0,0
395,392,Cd,8,0.020408163,No,0,0
396,400,Co,12,0.03,No,0,0
397,367,Mn,16,0.04359673,No,0,0
398,54,Cd,6,0.111111111,No,0,0
399,144,Zn,4,0.027777778,No,0,0
400,45,K,1,0.022222222,Mn,1,0.022222222
401,94,Nd,4,0.042553191,No,0,0
402,160,Ag,4,0.025,No,0,0
403,143,Co,3,0.020979021,No,0,0
404,176,Zn,16,0.090909091,No,0,0
405,192,Be,16,0.083333333,No,0,0
406,62,Mn,2,0.032258065,No,0,0
407,62,Cd,2,0.032258065,No,0,0
408,124,Mn,4,0.032258065,No,0,0
409,125,La,2,0.016,Cu,3,0.024
410,125,Nd,2,0.016,Cu,3,0.024
411,216,Pr,8,0.037037037,Cu,8,0.037037037
412,99,Cd,3,0.03030303,No,0,0
413,334,Zn,8,0.023952096,No,0,0
414,156,Cd,4,0.025641026,No,0,0
415,156,Cd,4,0.025641026,No,0,0
416,156,Cu,4,0.025641026,No,0,0
417,156,Co,4,0.025641026,No,0,0
418,94,Nd,4,0.042553191,No,0,0
419,160,Gd,8,0.05,No,0,0
420,160,Sm,8,0.05,No,0,0
421,160,Ce,8,0.05,No,0,0
422,142,Cu,4,0.028169014,No,0,0
423,158,In,4,0.025316456,No,0,0
424,192,Co,12,0.0625,No,0,0
425,72,Ag,2,0.027777778,No,0,0
426,100,La,4,0.04,Mo,8,0.08
427,260,Zn,4,0.015384615,No,0,0
428,252,Zn,16,0.063492063,No,0,0
429,44,Tm,2,0.045454545,No,0,0
430,148,Zn,4,0.027027027,No,0,0
431,140,Zn,4,0.028571429,No,0,0
432,74,Zn,2,0.027027027,No,0,0
433,56,Co,4,0.071428571,Hg,4,0.071428571
434,216,Zn,8,0.037037037,No,0,0
435,214,Zn,8,0.037383178,No,0,0
436,220,Rb,12,0.054545455,No,0,0
437,196,La,4,0.020408163,No,0,0
438,143,Ni,9,0.062937063,No,0,0
439,156,Co,6,0.038461538,No,0,0
440,128,Co,8,0.0625,No,0,0
441,56,Pr,2,0.035714286,No,0,0
442,172,Ba,8,0.046511628,Cd,4,0.023255814
443,50,Ni,2,0.04,No,0,0
444,95,Co,5,0.052631579,No,0,0
445,146,Ni,6,0.04109589,No,0,0
446,234,Zn,18,0.076923077,No,0,0
447,234,Zn,18,0.076923077,No,0,0
448,102,Mn,6,0.058823529,No,0,0
449,102,Mn,6,0.058823529,No,0,0
450,102,Mn,6,0.058823529,No,0,0
451,102,Mn,6,0.058823529,No,0,0
452,102,Mn,6,0.058823529,No,0,0
453,102,Mn,6,0.058823529,No,0,0
454,102,Mn,6,0.058823529,No,0,0
455,102,Mn,6,0.058823529,No,0,0
456,102,Mn,6,0.058823529,No,0,0
457,164,Ag,14,0.085365854,No,0,0
458,164,Ag,14,0.085365854,No,0,0
459,58,Zn,2,0.034482759,No,0,0
460,58,Zn,2,0.034482759,No,0,0
461,156,Cu,12,0.076923077,No,0,0
462,108,Fe,12,0.111111111,No,0,0
463,108,Co,12,0.111111111,No,0,0
464,16,Ho,2,0.125,No,0,0
465,92,K,4,0.043478261,U,4,0.043478261
466,92,K,4,0.043478261,U,4,0.043478261
467,56,Cd,4,0.071428571,Hg,4,0.071428571
468,84,Sr,4,0.047619048,Co,4,0.047619048
469,28,Zn,1,0.035714286,No,0,0
470,172,Gd,8,0.046511628,No,0,0
471,172,La,8,0.046511628,No,0,0
472,164,Zn,4,0.024390244,No,0,0
473,82,Zn,2,0.024390244,No,0,0
474,168,Zn,4,0.023809524,No,0,0
475,84,Zn,2,0.023809524,No,0,0
476,176,Zn,4,0.022727273,No,0,0
477,88,Zn,2,0.022727273,No,0,0
478,130,Cu,6,0.046153846,No,0,0
479,300,Cd,6,0.02,No,0,0
480,84,Mn,8,0.095238095,No,0,0
481,162,Fe,6,0.037037037,No,0,0
482,196,Zn,4,0.020408163,No,0,0
483,94,Gd,4,0.042553191,No,0,0
484,68,Zn,4,0.058823529,No,0,0
485,68,Mn,8,0.117647059,No,0,0
486,180,Zn,8,0.044444444,No,0,0
487,164,Zn,8,0.048780488,No,0,0
488,166,Gd,4,0.024096386,Zn,6,0.036144578
489,104,Ce,4,0.038461538,No,0,0
490,104,Pr,4,0.038461538,No,0,0
491,104,Nd,4,0.038461538,No,0,0
492,104,Sm,4,0.038461538,No,0,0
493,104,Gd,4,0.038461538,No,0,0
494,104,Y,4,0.038461538,No,0,0
495,360,Ni,8,0.022222222,No,0,0
496,280,Zn,8,0.028571429,No,0,0
497,180,Cd,4,0.022222222,No,0,0
498,34,Cd,6,0.176470588,No,0,0
499,284,K,2,0.007042254,Cd,6,0.021126761
500,188,Cd,4,0.021276596,No,0,0
501,184,Ni,4,0.02173913,No,0,0
502,30,Zn,2,0.066666667,No,0,0
503,90,Cd,6,0.066666667,No,0,0
504,30,Cu,2,0.066666667,No,0,0
505,204,Co,24,0.117647059,No,0,0
506,324,Ni,24,0.074074074,No,0,0
507,128,Nd,4,0.03125,No,0,0
508,128,Nd,4,0.03125,No,0,0
509,128,Nd,4,0.03125,No,0,0
510,128,Nd,4,0.03125,No,0,0
511,128,Nd,4,0.03125,No,0,0
512,128,Nd,4,0.03125,No,0,0
513,160,Nd,4,0.025,No,0,0
514,128,Nd,4,0.03125,No,0,0
515,172,Nd,4,0.023255814,No,0,0
516,128,Nd,4,0.03125,No,0,0
517,176,Dy,4,0.022727273,No,0,0
518,358,Zn,6,0.016759777,No,0,0
519,166,Sm,4,0.024096386,Cu,6,0.036144578
520,130,Cu,8,0.061538462,No,0,0
521,132,Ni,2,0.015151515,No,0,0
522,106,Cd,2,0.018867925,No,0,0
523,64,Gd,4,0.0625,No,0,0
524,148,Cu,8,0.054054054,No,0,0
525,28,Cd,1,0.035714286,Ni,1,0.035714286
526,34,Cd,1,0.029411765,Ni,1,0.029411765
527,66,Cd,4,0.060606061,No,0,0
528,154,Zn,4,0.025974026,No,0,0
529,66,Ce,2,0.03030303,Ru,4,0.060606061
530,66,Dy,2,0.03030303,Ru,4,0.060606061
531,66,Er,2,0.03030303,Ru,4,0.060606061
532,66,Gd,2,0.03030303,Ru,4,0.060606061
533,66,Ho,2,0.03030303,Ru,4,0.060606061
534,66,La,2,0.03030303,Ru,4,0.060606061
535,66,Nd,2,0.03030303,Ru,4,0.060606061
536,78,Pr,2,0.025641026,Ru,4,0.051282051
537,136,Co,4,0.029411765,No,0,0
538,252,Co,12,0.047619048,No,0,0
539,210,Zn,10,0.047619048,No,0,0
540,288,Cu,32,0.111111111,No,0,0
541,428,La,8,0.018691589,No,0,0
542,142,Cu,8,0.056338028,Mo,2,0.014084507
543,142,Cu,8,0.056338028,Mo,2,0.014084507
544,142,Cu,8,0.056338028,Mo,2,0.014084507
545,71,Cd,3,0.042253521,No,0,0
546,75,Cd,3,0.04,No,0,0
547,69,Zn,3,0.043478261,No,0,0
548,42,Zn,2,0.047619048,No,0,0
549,44,U,4,0.090909091,No,0,0
550,72,Cu,8,0.111111111,No,0,0
551,72,Al,12,0.166666667,No,0,0
552,72,Al,12,0.166666667,No,0,0
553,140,Co,4,0.028571429,No,0,0
554,162,Zn,4,0.024691358,No,0,0
555,142,Cd,10,0.070422535,No,0,0
556,80,Mn,4,0.05,Cr,4,0.05
557,384,Cu,32,0.083333333,No,0,0
558,140,Cd,6,0.042857143,No,0,0
559,252,Cd,12,0.047619048,No,0,0
560,108,La,2,0.018518519,No,0,0
561,158,Co,4,0.025316456,No,0,0
562,124,Zn,4,0.032258065,No,0,0
563,124,Zn,4,0.032258065,No,0,0
564,124,Zn,4,0.032258065,No,0,0
565,124,Zn,4,0.032258065,No,0,0
566,76,Al,4,0.052631579,No,0,0
567,76,Al,4,0.052631579,No,0,0
568,116,Ni,8,0.068965517,No,0,0
569,336,Ca,12,0.035714286,No,0,0
570,68,Mg,4,0.058823529,No,0,0
571,189,Fe,3,0.015873016,No,0,0
572,189,Fe,3,0.015873016,No,0,0
573,189,Fe,3,0.015873016,No,0,0
574,189,Fe,3,0.015873016,No,0,0
575,189,Fe,3,0.015873016,No,0,0
576,183,Fe,3,0.016393443,No,0,0
577,120,Zn,4,0.033333333,No,0,0
578,178,Ce,4,0.02247191,Cu,6,0.033707865
579,178,Ho,4,0.02247191,Cu,6,0.033707865
580,116,Ce,4,0.034482759,U,8,0.068965517
581,116,Nd,4,0.034482759,U,8,0.068965517
582,164,Nd,8,0.048780488,No,0,0
583,164,Nd,8,0.048780488,No,0,0
584,164,Nd,8,0.048780488,No,0,0
585,100,Cd,4,0.04,No,0,0
586,108,Cu,6,0.055555556,No,0,0
587,147,Co,3,0.020408163,No,0,0
588,108,Cd,4,0.037037037,No,0,0
589,288,Zn,18,0.0625,No,0,0
590,65,Ce,2,0.030769231,U,3,0.046153846
591,65,Nd,2,0.030769231,U,3,0.046153846
592,112,Ce,4,0.035714286,U,8,0.071428571
593,112,Nd,4,0.035714286,U,8,0.071428571
594,264,Cu,8,0.03030303,No,0,0
595,404,Zn,12,0.02970297,No,0,0
596,168,Cd,4,0.023809524,No,0,0
597,58,Cd,2,0.034482759,No,0,0
598,108,Mg,12,0.111111111,No,0,0
599,108,Mn,12,0.111111111,No,0,0
600,172,Zn,8,0.046511628,No,0,0
601,172,Cd,8,0.046511628,No,0,0
602,89,Zn,3,0.033707865,No,0,0
603,126,Zn,2,0.015873016,No,0,0
604,106,Zn,8,0.075471698,No,0,0
605,212,Zn,16,0.075471698,No,0,0
606,212,Zn,16,0.075471698,No,0,0
607,216,Fe,4,0.018518519,Ni,6,0.027777778
608,272,Zn,16,0.058823529,No,0,0
609,272,Zn,16,0.058823529,No,0,0
610,340,Zn,20,0.058823529,No,0,0
611,154,Zn,8,0.051948052,Co,2,0.012987013
612,380,Zn,8,0.021052632,No,0,0
613,216,Zn,12,0.055555556,No,0,0
614,124,In,4,0.032258065,No,0,0
615,122,Zn,2,0.016393443,No,0,0
616,62,Mn,4,0.064516129,Nb,2,0.032258065
617,34,Cd,2,0.058823529,No,0,0
618,210,Cu,12,0.057142857,No,0,0
619,118,Pr,4,0.033898305,Cu,6,0.050847458
620,266,Ga,24,0.090225564,No,0,0
621,216,Cd,8,0.037037037,No,0,0
622,172,Zn,8,0.046511628,No,0,0
623,208,Cd,8,0.038461538,No,0,0
624,164,Yb,8,0.048780488,No,0,0
625,228,Co,12,0.052631579,No,0,0
626,178,Ni,6,0.033707865,No,0,0
627,178,Ni,6,0.033707865,No,0,0
628,336,Zn,12,0.035714286,No,0,0
629,210,K,6,0.028571429,Zn,4,0.019047619
630,178,Er,4,0.02247191,Cu,6,0.033707865
