Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
647,-5324.69321,-1969.31584,-1141.90527,-1148.90582,0.00577494,7.34E-07,8.03E-07,4.31E-07
648,-5333.43821,-2288.93675,-1147.44474,-1153.16941,0.00586443,7.39E-07,8.07E-07,4.32E-07
649,-4686.47752,-6080.96302,-882.55314,-855.02838,0.000947832,6.36E-07,6.74E-07,4.41E-07
650,-4179.23007,-6215.0663,-927.12234,-886.31282,0.000243148,4.72E-07,5.17E-07,3.31E-07
651,-5464.77362,-4553.36105,-1160.49361,-1175.16867,0.000862786,1.14E-07,1.35E-07,8.05E-08
652,-5451.47318,-4510.91236,-1175.40615,-1192.65107,0.000826352,1.16E-07,1.40E-07,8.32E-08
653,-5552.41065,-5024.10774,-1191.10503,-1185.46638,0.00102036,1.13E-07,1.33E-07,7.84E-08
654,-5660.69451,-4892.68146,-1269.61311,-1229.11735,0.00362644,2.74E-07,2.92E-07,1.50E-07
655,-5660.86537,-4805.6669,-1272.41856,-1228.52283,0.00368477,2.74E-07,2.93E-07,1.49E-07
656,-5189.54833,-4652.9063,-1172.03766,-1116.93715,0.0013115,2.18E-07,2.33E-07,1.29E-07
657,-9497.705,-5736.07067,-1477.81835,-1441.42513,2.60065,7.66E-07,8.26E-07,3.81E-07
658,-9081.83064,-3462.85498,-1747.98853,-1707.9836,1.34064,6.78E-07,8.22E-07,3.52E-07
659,-8980.04038,-3543.66821,-1769.57291,-1716.36301,0.919053,6.51E-07,7.88E-07,3.38E-07
660,-3398.38833,-3082.49658,-2079.07158,-2179.8991,2.16E-07,3.38E-07,6.13E-07,2.32E-07
661,-6164.90754,-17373.47817,-1614.02897,-1381.14943,0.00540104,6.77E-07,7.88E-07,4.06E-07
662,-5295.67941,-1990.64861,-1422.0624,-1382.61969,7.30E-05,1.69E-07,2.09E-07,1.13E-07
663,-5320.17886,-1953.85393,-1426.09244,-1386.8534,8.24E-05,1.70E-07,2.10E-07,1.14E-07
664,-5166.34518,-1990.52382,-1430.67195,-1391.64198,5.16E-05,1.65E-07,2.06E-07,1.12E-07
665,-5255.17072,-1999.18829,-1424.30031,-1384.76475,6.76E-05,1.69E-07,2.08E-07,1.13E-07
666,-4453.01419,-4437.40734,-1430.3611,-1291.53268,2.03E-05,3.38E-07,4.31E-07,2.52E-07
667,-4401.29315,-4508.25884,-1441.00412,-1302.05986,1.73E-05,3.34E-07,4.30E-07,2.51E-07
668,-6391.65234,-16507.41563,-1668.63826,-1289.77789,0.00461549,3.39E-07,3.88E-07,2.07E-07
669,-6542.25707,-16439.2904,-1705.15253,-1329.9095,0.00538054,3.34E-07,3.84E-07,2.03E-07
670,-7631.07137,-1330.17231,-1072.10844,-1129.22761,0.00721464,7.13E-07,8.15E-07,4.68E-07
671,-6593.18633,-16132.63336,-1679.06401,-1339.67839,0.0054748,3.27E-07,3.79E-07,1.99E-07
672,-6680.32432,-16206.81627,-1722.52014,-1366.08455,0.00582294,3.22E-07,3.74E-07,1.95E-07
673,-7974.37832,-1800.67763,-1599.20866,-1520.17139,0.112976,3.19E-07,3.34E-07,1.50E-07
674,-8057.42885,-1863.57909,-1630.9947,-1547.43865,0.125461,3.24E-07,3.40E-07,1.51E-07
675,-8152.00067,-1676.09696,-1665.25052,-1585.90085,0.133506,3.29E-07,3.48E-07,1.51E-07
676,-8166.85475,-1921.68932,-1679.79726,-1593.93849,0.136223,3.29E-07,3.48E-07,1.52E-07
677,-8105.61604,-3164.06501,-1594.74472,-1531.12811,0.434203,4.90E-07,5.11E-07,2.23E-07
678,-6674.55529,-6686.8266,-1350.772,-1245.16921,0.0189623,2.88E-07,3.15E-07,1.74E-07
679,-6559.74359,-5529.20864,-1296.54183,-1216.39617,0.015629,3.00E-07,3.30E-07,1.85E-07
680,-5888.25543,-14774.71372,-1429.0542,-1249.56563,0.00494684,7.43E-07,8.10E-07,4.14E-07
681,-7339.40278,-8195.31726,-1720.15529,-1603.6218,0.0111033,3.75E-07,4.50E-07,2.12E-07
682,-6179.44243,-1289.40429,-1184.4348,-1177.06224,0.0131078,3.84E-07,4.11E-07,2.34E-07
683,-5211.49842,-12097.80524,-1567.8771,-1196.1224,0.000175277,1.71E-07,2.21E-07,1.40E-07
684,-6085.0868,-1962.56645,-1400.45344,-1350.81672,0.000659158,1.91E-07,2.27E-07,1.22E-07
685,-2954.74127,-774.26828,-582.80683,-603.1114,6.17E-05,7.63E-07,8.12E-07,5.98E-07
686,-3575.29223,-767.53933,-709.21025,-726.65932,0.000179054,7.69E-07,8.26E-07,5.68E-07
687,-3705.66641,-1239.30506,-824.53462,-863.82046,0.000152941,7.37E-07,8.35E-07,5.50E-07
688,-7686.43594,-19126.28573,-1955.3929,-1612.12484,0.095793,5.35E-07,6.32E-07,2.85E-07
689,-7276.9355,-8465.84,-1888.81663,-1523.94455,0.0211686,2.52E-07,2.71E-07,1.24E-07
690,-5456.95729,-3029.93945,-1102.03374,-1102.36956,0.00408981,7.73E-07,8.47E-07,4.74E-07
691,-6822.4277,-2617.63058,-1503.80023,-1476.65612,0.0260534,7.74E-07,9.43E-07,4.78E-07
692,-6319.02396,-6074.22423,-1528.31859,-1468.53379,0.00857215,6.47E-07,7.77E-07,3.73E-07
693,-5801.78282,-9151.16924,-2077.32401,-1922.91854,2.55E-05,1.59E-07,2.45E-07,1.12E-07
694,-7944.87205,-4375.01773,-1970.59971,-1920.37752,0.0382201,7.09E-07,8.64E-07,3.32E-07
695,-8011.09025,-4585.31203,-1977.67988,-1922.07154,0.0445015,7.21E-07,8.86E-07,3.35E-07
696,-8002.64385,-4277.77551,-1974.35853,-1924.00483,0.0472971,7.40E-07,9.01E-07,3.39E-07
697,-7835.85011,-2112.05957,-1824.56862,-1756.68108,0.0485322,5.83E-07,6.34E-07,2.41E-07
698,-5110.88467,-5512.90946,-1131.19182,-1088.88734,0.00309613,7.01E-07,7.87E-07,4.57E-07
699,-4928.45315,-1084.08554,-932.83317,-951.58653,0.00197013,8.55E-07,9.12E-07,5.53E-07
700,-5125.86424,-3927.5963,-2299.30271,-2294.62801,3.87E-05,6.74E-07,9.16E-07,2.85E-07
701,-5261.59097,-4030.68247,-2290.4975,-2285.45661,5.23E-05,6.75E-07,9.12E-07,2.85E-07
702,-6155.86585,-3669.27232,-2239.20991,-2255.76319,0.00050888,6.54E-07,8.83E-07,2.83E-07
703,-6916.81295,-2234.53109,-1466.33515,-1483.64311,0.0390199,9.39E-07,1.14E-06,5.33E-07
704,-6119.5423,-5775.20103,-1102.55315,-1082.55564,0.0102799,8.98E-07,9.88E-07,5.60E-07
705,-8771.98951,-2583.14118,-1948.95645,-1915.103,0.545452,8.67E-07,9.52E-07,3.37E-07
706,-9035.56201,-2754.99567,-1973.97657,-1953.97756,0.634999,7.26E-07,8.21E-07,2.84E-07
707,-5576.64013,-2004.99046,-1172.63224,-1174.6804,0.00875116,7.48E-07,8.17E-07,4.30E-07
708,-5457.77165,-1990.82505,-1161.32046,-1165.28254,0.00731684,7.43E-07,8.10E-07,4.30E-07
709,-5581.0093,-2089.16792,-1179.38112,-1180.37691,0.0087966,7.12E-07,7.79E-07,4.10E-07
710,-5509.87259,-2127.05538,-1168.63848,-1170.13588,0.00794604,7.29E-07,7.94E-07,4.20E-07
711,-5811.69271,-2091.12303,-1200.06042,-1196.36395,0.0123894,7.48E-07,8.14E-07,4.24E-07
712,-5552.98397,-2082.77921,-1165.18638,-1164.82374,0.00812128,7.42E-07,8.07E-07,4.28E-07
713,-5451.61221,-2133.1578,-1154.91875,-1160.09157,0.00696764,7.39E-07,8.06E-07,4.29E-07
714,-7718.78053,-5085.99503,-2329.14094,-2181.70118,0.00923201,7.11E-07,9.34E-07,3.26E-07
715,-6676.66139,-4412.91239,-1708.22023,-1726.13387,0.00451088,6.49E-07,8.65E-07,3.74E-07
716,-5763.96289,-3589.95823,-1678.74919,-1687.8258,0.000378916,7.42E-07,9.47E-07,4.13E-07
717,-6786.34894,-4250.28435,-1448.21353,-1420.10963,0.0597712,9.61E-07,1.06E-06,4.93E-07
718,-6478.42001,-1580.31534,-904.71977,-910.85005,0.00336917,8.47E-07,9.30E-07,5.96E-07
719,-8455.49157,-3938.77453,-1660.94837,-1669.0842,0.0595949,5.03E-07,6.05E-07,2.58E-07
720,4110.66995,-11438.03471,-1794.9903,-1774.62895,1.03E-15,7.04E-08,1.23E-07,6.51E-08
721,-5467.0344,-2113.20696,-1420.74172,-1377.29224,0.000350984,3.25E-07,3.87E-07,2.04E-07
722,-5750.01695,-2407.83546,-1855.18162,-1855.97859,9.63E-05,6.23E-07,8.39E-07,3.29E-07
723,-5838.5813,-4088.38986,-1197.74829,-1177.55711,0.00806453,7.10E-07,8.15E-07,4.47E-07
724,-10734.89364,-2794.21949,-2804.59767,-2736.62283,10.2489,2.31E-06,2.76E-06,5.35E-07
725,-7768.08293,-2518.636,-1664.48969,-1662.91265,0.0465399,6.60E-07,8.35E-07,3.86E-07
726,-7977.75668,-5183.55106,-1572.62681,-1521.13791,0.275722,3.15E-07,3.35E-07,1.52E-07
727,-6309.69089,-12937.38321,-1677.25349,-1406.93597,0.00231268,3.92E-07,4.53E-07,2.24E-07
728,-5481.14036,-3230.17918,-1167.84717,-1157.94335,0.00397856,8.05E-07,8.82E-07,4.85E-07
729,-4566.90978,-14345.7525,-898.39929,-842.01632,0.000675287,8.76E-07,9.51E-07,6.21E-07
730,-6011.19495,-9528.02555,-1466.74929,-1260.04202,0.00820685,9.74E-07,1.09E-06,5.75E-07
731,-6590.34459,-3127.49448,-1292.66067,-1231.51025,0.0103419,2.42E-07,2.67E-07,1.51E-07
732,-3229.99971,-2893.57742,-2004.64134,-2003.81386,7.75E-08,2.95E-07,4.00E-07,1.52E-07
733,-6926.22426,-6533.14428,-1513.68974,-1404.39546,0.0230347,3.21E-07,3.66E-07,1.83E-07
734,-6042.72993,-3319.95204,-1298.11105,-1269.29397,0.0105973,5.92E-07,6.69E-07,3.47E-07
735,-5270.25724,-2081.45316,-1459.93825,-1419.09666,5.68E-05,1.66E-07,2.08E-07,1.12E-07
736,-5400.05284,-2041.34067,-1450.82196,-1404.12714,8.54E-05,1.70E-07,2.09E-07,1.13E-07
737,-2723.20675,-12292.83616,-829.78824,-498.15813,2.32E-06,5.04E-08,5.47E-08,4.74E-08
738,-6442.32713,-5528.72606,-1345.24858,-1330.23802,0.0342892,6.95E-07,7.51E-07,3.61E-07
739,-3841.72241,-15849.04554,-1804.20136,-807.72745,6.30E-05,1.05E-07,1.12E-07,7.82E-08
740,-3868.9489,-578.08037,-766.75565,-753.36365,0.000130187,3.82E-07,4.14E-07,2.84E-07
741,-6758.85512,-15667.36275,-1554.21728,-1284.08691,0.0126903,6.14E-07,6.71E-07,3.41E-07
742,-6715.51653,-14084.30367,-1473.46765,-1259.99879,0.0130695,6.18E-07,6.74E-07,3.47E-07
743,-2838.69113,-985.91283,-595.55245,-574.00295,1.13E-05,2.27E-07,2.51E-07,1.97E-07
744,-7745.07337,-7541.18921,-1559.21694,-1521.78951,0.0928173,1.02E-06,1.19E-06,5.42E-07
745,-4509.71944,-949.09179,-931.68322,-963.54404,0.000545881,3.98E-07,4.46E-07,2.91E-07
746,-4679.91116,-1833.5419,-1802.63794,-1820.16595,1.03E-05,4.76E-07,6.94E-07,3.01E-07
747,-6435.17115,-2561.48079,-1611.3416,-1687.02643,0.0111435,5.80E-07,7.83E-07,3.50E-07
748,-7590.05729,-1616.04615,-1289.62981,-1318.90869,0.00974412,6.25E-07,7.24E-07,3.74E-07
749,-6744.00316,-7930.85508,-1380.5075,-1337.58062,0.0162349,7.98E-07,9.43E-07,4.84E-07
750,-6764.113,-6552.40489,-1310.6265,-1251.82343,0.0114478,1.12E-07,1.20E-07,6.39E-08
751,-6642.5439,-4948.61952,-1732.68445,-1715.05333,0.00789923,7.87E-07,9.38E-07,3.88E-07
752,-6364.22499,-20072.0283,-1979.78347,-1582.07284,0.000664222,1.27E-07,1.51E-07,7.14E-08
753,-7201.4829,-5702.36914,-1580.87962,-1465.43641,0.00601416,1.48E-07,1.70E-07,8.27E-08
754,-5523.99287,-7715.36772,-1184.82924,-1106.06257,0.00464459,5.15E-07,5.47E-07,3.13E-07
755,-10454.89431,-2197.25777,-2442.67951,-2386.78054,4.85244,9.81E-07,1.14E-06,3.03E-07
756,-9955.27652,-2210.96497,-2495.38733,-2448.65564,1.13568,9.60E-07,1.15E-06,3.00E-07
757,-3856.88612,-1955.85418,-2414.19851,-2415.54665,3.55E-07,6.51E-07,8.82E-07,2.47E-07
758,-8189.11007,-4647.34409,-1696.44321,-1618.28269,1.10264,1.12E-06,1.20E-06,4.74E-07
759,-7904.84789,-4637.82664,-1677.3532,-1599.86378,0.500161,1.04E-06,1.12E-06,4.53E-07
760,-6341.71299,-7212.74156,-1435.37454,-1296.55159,0.0221315,8.98E-07,9.70E-07,4.79E-07
761,-3199.01154,-3075.19981,-651.2976,-615.27699,4.23E-05,3.23E-07,3.45E-07,2.59E-07
762,-8305.82574,-1483.19002,-1696.98425,-1745.73559,0.466377,6.00E-07,7.18E-07,2.95E-07
763,-4749.13058,-4402.44142,-861.99335,-874.44783,0.00068726,8.68E-07,9.41E-07,5.97E-07
764,-4695.25655,-4458.0766,-902.99391,-897.97487,0.00075673,8.74E-07,9.43E-07,5.87E-07
765,-7079.87761,-14951.69265,-2307.71238,-1543.1773,0.00828356,2.46E-07,2.92E-07,1.39E-07
766,-1713.54121,-3042.98128,-1625.29489,-1521.16276,7.38E-09,7.21E-08,1.01E-07,5.81E-08
767,-7683.38999,-6694.01287,-1979.40603,-1905.0592,0.0140101,7.90E-07,9.92E-07,3.77E-07
768,-8332.27681,-6760.16972,-1953.7477,-1879.05282,0.0956324,7.94E-07,9.78E-07,3.74E-07
769,-7286.58894,-10204.40855,-1555.16396,-1500.90444,0.0571645,5.86E-07,6.43E-07,2.90E-07
770,-4069.92492,-19449.91952,-2092.58982,-1419.10857,1.65E-06,1.59E-07,2.10E-07,1.18E-07
771,-8431.48585,-4257.68664,-1971.92032,-1888.18249,0.0960717,6.49E-07,7.76E-07,2.98E-07
772,8987.05334,-19343.56006,-2015.81284,-2090.65742,9.33E-21,1.14E-07,2.17E-07,1.03E-07
773,-7023.43285,-5455.56195,-1386.34066,-1347.01244,0.0648011,4.59E-07,4.91E-07,2.43E-07
774,-3846.67531,-13368.09028,-1214.49311,-851.6206,0.000136184,3.91E-07,4.41E-07,3.01E-07
775,-5617.65547,-3953.19886,-1182.5341,-1163.15364,0.00589217,9.08E-07,9.92E-07,5.30E-07
776,-2600.88735,-8323.97705,-1043.69835,-833.68973,7.30E-07,9.73E-08,1.19E-07,8.41E-08
777,-7854.75572,-6487.4939,-1831.88589,-1680.24004,0.0566964,4.97E-07,6.20E-07,2.72E-07
778,-7847.20152,-5634.64179,-1888.68865,-1781.2433,0.0475663,6.01E-07,7.63E-07,3.21E-07
779,-5064.86434,-14026.53811,-1241.59329,-1014.60891,0.000351383,1.91E-07,2.25E-07,1.45E-07
780,-5624.37566,-8457.22603,-1271.66223,-1117.23263,0.00172061,6.49E-07,7.33E-07,4.26E-07
781,-6556.66491,-11817.12125,-1790.77578,-1688.00727,0.00373893,8.69E-07,1.14E-06,5.09E-07
782,-4757.77061,-1292.07245,-979.46612,-1019.01639,0.000673403,4.50E-07,4.94E-07,3.04E-07
783,-6176.87806,-17311.28454,-1666.86139,-1398.89715,0.00609133,7.10E-07,8.14E-07,4.14E-07
784,-5933.26133,-11268.15505,-1347.84954,-1282.6558,0.0126838,6.16E-07,6.75E-07,3.37E-07
785,-7008.63021,-11068.00832,-1454.64686,-1391.4429,0.0523083,6.05E-07,6.66E-07,3.13E-07
786,-4788.35158,-4747.48017,-1907.39257,-1878.82425,1.32E-05,4.04E-07,5.36E-07,2.23E-07
787,-4708.05679,-5848.35366,-1964.82109,-1859.15866,4.91E-06,2.75E-07,3.68E-07,1.61E-07
788,-2741.2083,-5829.91255,-1989.89672,-1870.90176,4.96E-08,2.38E-07,3.36E-07,1.49E-07
789,-8416.24346,-5010.71613,-1858.39606,-1794.45543,0.0632225,3.65E-07,4.58E-07,2.02E-07
790,-4871.3675,-11066.75678,-1368.27145,-1231.09635,0.000251824,1.81E-07,2.17E-07,1.25E-07
791,-5032.7056,-12020.97023,-1357.88798,-1220.42363,0.000280669,1.88E-07,2.23E-07,1.30E-07
792,-4383.20425,-8112.00584,-1302.92427,-1144.81769,7.91E-05,8.17E-08,1.00E-07,6.69E-08
793,-4243.22379,-19754.22873,-1914.40743,-1124.67044,6.50E-05,8.90E-08,1.08E-07,7.56E-08
794,-6475.86382,-2536.6964,-1770.8005,-1739.53357,0.00171681,6.08E-07,7.32E-07,3.06E-07
795,-3201.07086,-16425.08606,-886.43469,-656.91536,3.23E-05,2.00E-07,2.15E-07,1.63E-07
796,-3215.74913,-17209.89228,-900.40355,-659.86752,3.25E-05,1.96E-07,2.12E-07,1.60E-07
797,-5624.89302,-5989.15303,-1626.15769,-1519.7803,0.00189821,6.72E-07,7.82E-07,3.64E-07
798,-7357.46356,-4981.49054,-1493.61945,-1439.19303,0.0858942,3.04E-07,3.25E-07,1.56E-07
799,-7369.4241,-4873.62158,-1486.59956,-1437.04714,0.0866235,3.02E-07,3.23E-07,1.55E-07
800,-7561.50162,-4539.1133,-1522.65691,-1472.13223,0.126939,3.15E-07,3.39E-07,1.58E-07
801,-7422.29245,-4974.18193,-1497.17485,-1449.27016,0.0964712,3.03E-07,3.25E-07,1.55E-07
802,-6601.08571,-1820.51389,-1442.76172,-1411.26915,0.00509338,1.87E-07,2.11E-07,1.01E-07
803,-7763.01751,-3783.03812,-1863.90382,-1858.51013,0.0134491,7.13E-07,9.49E-07,3.85E-07
804,-3415.42439,-3226.63454,-1597.08576,-1583.17091,3.84E-07,1.85E-07,2.37E-07,1.18E-07
805,-8104.12562,-5105.98029,-1590.33619,-1537.02495,0.3363,3.10E-07,3.31E-07,1.50E-07
806,-6969.95447,-3961.66257,-1539.96075,-1489.3451,0.0175817,5.04E-07,6.21E-07,3.12E-07
807,-7351.72723,-5840.89194,-1611.59358,-1535.0124,0.0144693,2.24E-07,2.76E-07,1.37E-07
808,-6442.83491,-9442.7566,-2170.20826,-1551.80514,0.00081402,1.89E-07,2.25E-07,1.14E-07
809,-5392.07329,-3017.06126,-1241.26781,-1185.35124,0.00266642,6.28E-07,6.87E-07,3.65E-07
810,-7662.11749,-15085.35144,-1601.29126,-1530.51183,0.0134288,1.02E-07,1.27E-07,6.57E-08
811,-7592.40329,-14904.49342,-1569.92644,-1516.92995,0.0112601,9.84E-08,1.24E-07,6.35E-08
812,-5816.42397,-8600.8435,-1277.5828,-1210.41805,0.00802801,5.26E-07,5.86E-07,3.18E-07
813,-8171.44661,-1652.41775,-1302.32807,-1312.80559,0.037507,4.75E-07,5.41E-07,2.84E-07
814,-8237.0905,-3666.08606,-1229.27343,-1238.56118,0.0843306,5.12E-07,5.74E-07,3.07E-07
815,-8352.29786,-2681.88027,-1248.69923,-1261.69178,0.0988171,5.29E-07,5.90E-07,3.16E-07
816,-8306.31741,-5682.7834,-2014.51785,-1912.07414,0.0704947,7.26E-07,8.73E-07,3.32E-07
817,-5536.13505,-11618.36731,-1940.95796,-1531.6117,0.000522893,6.39E-07,7.94E-07,3.79E-07
818,-5908.44407,-11571.00007,-1590.22569,-1289.65773,0.00355092,6.30E-07,7.22E-07,3.81E-07
819,-5963.81717,-11568.32365,-1641.70615,-1325.03793,0.00514673,7.05E-07,7.82E-07,3.95E-07
820,-5751.5306,-11379.86259,-1783.66567,-1423.00729,0.00129263,5.89E-07,7.01E-07,3.52E-07
821,-6882.72137,-7961.17196,-1494.41232,-1447.47185,0.0808116,7.92E-07,8.72E-07,3.96E-07
822,-7486.76264,-9602.18276,-1812.15905,-1639.14362,0.0495722,6.62E-07,7.80E-07,3.44E-07
823,-7541.92956,-8331.1041,-1672.23222,-1522.12301,0.112524,6.42E-07,7.18E-07,3.23E-07
824,-5344.77834,-16003.59205,-2110.51895,-1444.9014,0.000460303,5.07E-07,6.16E-07,3.05E-07
825,-5410.738,-15726.75866,-2093.14623,-1456.73247,0.000521649,5.02E-07,6.11E-07,3.02E-07
826,-4571.34542,-9206.77066,-1063.94747,-991.53145,0.00104359,6.35E-07,7.08E-07,4.27E-07
827,-6428.66174,-7052.90942,-1350.7037,-1310.90357,0.0270619,5.61E-07,6.15E-07,3.08E-07
828,-4443.09881,-832.96494,-929.92744,-950.38434,0.000120103,9.85E-08,1.09E-07,6.73E-08
829,-7288.05524,-5209.88846,-1473.53518,-1444.65462,0.0274931,8.31E-07,9.21E-07,4.27E-07
830,-6089.93018,-5510.69837,-1995.39408,-1883.09718,0.00044223,6.97E-07,8.82E-07,3.47E-07
831,-5386.77575,-1368.29326,-1097.93099,-1105.43865,0.00376803,8.82E-07,9.60E-07,5.30E-07
832,-6358.2166,-6234.35148,-1331.91228,-1311.54185,0.028978,6.95E-07,7.53E-07,3.63E-07
833,-6368.20775,-1272.2567,-1315.53,-1322.46174,0.0255122,5.42E-07,5.85E-07,2.79E-07
834,-6157.02341,-10351.75207,-1313.70937,-1279.22615,0.0150934,5.19E-07,5.63E-07,2.78E-07
835,-6262.98616,-2727.72808,-1287.79331,-1297.24239,0.0180866,5.21E-07,5.65E-07,2.76E-07
836,-6267.80276,-2474.78726,-1290.61939,-1293.17285,0.0183407,5.21E-07,5.66E-07,2.76E-07
837,-6605.39682,-1500.78239,-1353.85354,-1361.83663,0.0408236,5.91E-07,6.38E-07,2.99E-07
838,-2937.64032,-671.69035,-581.40139,-598.56811,6.08E-05,7.63E-07,8.13E-07,5.99E-07
839,-2930.47356,-679.20008,-579.60576,-595.37016,6.01E-05,7.62E-07,8.12E-07,5.98E-07
840,-2923.96104,-682.76979,-578.1997,-594.6739,5.95E-05,7.61E-07,8.13E-07,5.99E-07
841,-2925.16051,-675.25036,-577.22257,-593.67435,5.89E-05,7.60E-07,8.10E-07,5.98E-07
842,-4528.60721,-10028.20765,-1206.41158,-1105.20501,1.52E-05,1.34E-07,1.77E-07,1.21E-07
843,-6805.35213,-3983.76838,-1473.48205,-1477.4523,0.025426,7.08E-07,8.48E-07,4.07E-07
844,-8043.76099,-11377.73745,-2016.32128,-1886.50464,0.0327252,5.02E-07,5.77E-07,2.08E-07
845,-7016.8582,-1550.00755,-1088.69516,-1082.73067,0.0113003,6.79E-07,7.30E-07,4.10E-07
846,-2560.19903,-9349.71508,-2381.92343,-2311.41884,1.08E-08,4.60E-07,7.58E-07,2.80E-07
847,-6587.24968,-5017.21782,-1569.34688,-1489.36183,0.00345553,6.12E-07,7.33E-07,3.54E-07
848,-3601.00176,-3160.97036,-758.27869,-716.5393,5.87E-05,3.49E-07,3.83E-07,2.72E-07
849,-7491.82019,-5606.57597,-1636.68891,-1514.37922,0.12887,6.30E-07,6.92E-07,2.98E-07
850,-5678.04012,-15423.26809,-1402.90894,-1189.83953,0.00459322,5.54E-07,6.20E-07,3.45E-07
851,-7452.08972,-7816.27935,-1706.55671,-1677.38151,0.0494156,6.29E-07,7.24E-07,2.91E-07
852,-7553.03649,-1035.00233,-1423.61785,-1395.49623,0.0177497,1.57E-07,1.76E-07,8.97E-08
853,-7044.84607,-2329.76836,-1445.91042,-1426.91022,0.0939261,6.21E-07,6.74E-07,3.10E-07
854,-7790.88924,-2745.23029,-1784.81795,-1692.41554,0.0483457,4.58E-07,5.20E-07,2.14E-07
855,-6797.03447,-9178.39074,-1776.39376,-1580.93833,0.0208026,8.29E-07,9.97E-07,4.52E-07
856,-6633.59349,-8982.56355,-1717.55936,-1526.28118,0.0193332,8.55E-07,1.02E-06,4.68E-07
857,-2910.80056,-6837.77612,-2100.44086,-1944.39018,3.55E-08,2.30E-07,3.44E-07,1.52E-07
858,-7352.22369,-6637.41141,-1555.64586,-1476.60689,0.0400705,3.05E-07,3.64E-07,1.83E-07
859,-10804.2376,-2139.05589,-2208.04913,-2154.06332,23.894,8.04E-07,8.79E-07,2.61E-07
860,-10805.03559,-2150.74945,-2211.62386,-2153.23736,23.3105,8.00E-07,8.80E-07,2.57E-07
861,-10401.13724,-2191.64557,-2433.46095,-2375.9748,4.17752,9.65E-07,1.12E-06,3.00E-07
862,-5312.25465,-2978.4399,-1575.03287,-1560.14948,4.51E-05,3.09E-07,4.63E-07,2.53E-07
863,-7205.68423,-5417.25919,-1959.79473,-1861.67586,0.0108731,1.04E-06,1.19E-06,4.52E-07
864,-6582.54828,-10037.26108,-1555.16561,-1478.26881,0.0104312,5.15E-07,5.91E-07,2.89E-07
865,1089.93837,-2348.38275,-1389.63322,-1457.47366,5.10E-12,1.29E-07,2.13E-07,1.26E-07
866,6667.38067,-3405.19015,-1901.29302,-1915.19402,1.05E-18,4.06E-08,6.99E-08,3.34E-08
867,-6335.00059,-7413.6705,-1577.75881,-1484.3065,0.00826321,6.40E-07,7.70E-07,3.69E-07
868,-6318.5164,-7264.42622,-1552.80095,-1468.67266,0.00860384,6.50E-07,7.78E-07,3.74E-07
869,-5925.31509,-6649.45467,-1344.27918,-1236.68522,0.0115828,6.38E-07,7.22E-07,3.88E-07
870,-9973.43075,-4104.89655,-2070.52842,-2058.87868,13.682,1.90E-06,2.33E-06,7.19E-07
871,-6166.32746,-2466.34013,-1170.63809,-1288.59425,0.0051977,1.07E-06,1.28E-06,7.01E-07
872,-7299.50842,-1611.5177,-1329.97314,-1366.86303,0.00337385,7.67E-07,8.97E-07,4.53E-07
873,-4592.50104,-3153.90319,-1372.37528,-1470.57064,0.00046731,8.13E-07,1.00E-06,4.87E-07
874,-8297.70304,-3084.55353,-1704.81039,-1630.89229,0.720997,8.85E-07,9.53E-07,3.87E-07
875,-4339.56939,-8653.03958,-829.08637,-818.70947,0.000315436,5.53E-07,5.93E-07,3.93E-07
876,-4431.49842,-13684.62508,-1117.11679,-933.92447,0.000875237,7.55E-07,8.12E-07,4.97E-07
877,-7237.88979,-4847.04103,-1404.82348,-1387.16189,0.0897356,8.87E-07,9.66E-07,4.58E-07
878,-7251.58345,-4771.2182,-1407.79414,-1388.94057,0.0954894,8.91E-07,9.68E-07,4.62E-07
879,-7238.9431,-4628.77447,-1403.38826,-1385.43634,0.0920994,8.90E-07,9.67E-07,4.61E-07
880,-7253.89003,-4761.81849,-1406.51166,-1388.4357,0.094907,8.90E-07,9.68E-07,4.62E-07
881,-7320.3873,-4672.42708,-1412.63499,-1394.12889,0.103132,8.89E-07,9.70E-07,4.58E-07
882,-7332.01117,-4571.24933,-1419.93874,-1403.63641,0.110887,9.03E-07,9.81E-07,4.59E-07
883,-6372.91724,-4467.82062,-1882.31348,-1856.64749,0.002084,1.00E-06,1.26E-06,4.91E-07
884,-4047.49272,-2428.51812,-1765.05593,-1730.44868,1.84E-06,4.11E-07,5.63E-07,2.54E-07
885,2483.56121,-9949.67621,-2184.57671,-2041.44779,5.01E-14,1.44E-07,2.66E-07,1.39E-07
886,-8243.30314,-13196.30876,-1797.06925,-1668.88858,0.0650387,2.12E-07,2.50E-07,1.09E-07
887,3022.51183,-9317.86758,-2089.45769,-1964.42852,2.29E-14,3.20E-07,5.52E-07,2.43E-07
888,-5806.06097,-2636.66431,-1166.3056,-1135.82464,0.002894,3.38E-07,3.65E-07,2.02E-07
889,-2903.56259,-7444.34935,-847.64459,-621.23886,6.67E-06,1.39E-07,1.60E-07,1.26E-07
890,-3107.89475,-4763.82891,-735.37055,-649.91995,8.02E-06,1.29E-07,1.51E-07,1.17E-07
891,-2628.96208,-3353.80653,-598.7707,-576.68715,8.90E-06,1.68E-07,1.82E-07,1.38E-07
