Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
1617,-6076.65582,-14057.91026,-1536.96806,-1399.5543,0.00520224,1.68E-07,2.00E-07,1.10E-07
1618,-6612.2044,-15259.87281,-1556.55154,-1430.95229,0.0132403,2.15E-07,2.49E-07,1.27E-07
1619,-4880.88133,-5838.67699,-967.39816,-946.04538,0.000697147,1.76E-07,1.90E-07,1.24E-07
1620,-4276.49171,-7479.03508,-882.4962,-874.04463,0.000235692,1.82E-07,2.03E-07,1.42E-07
1621,-5544.0992,-2139.09139,-1425.02478,-1375.52159,0.000131826,1.80E-07,2.20E-07,1.18E-07
1622,-8026.55232,-5304.34677,-1670.06339,-1657.84959,0.0525791,2.74E-07,3.69E-07,1.87E-07
1623,-7510.85468,-5878.82631,-1626.61004,-1659.6987,0.0803035,4.15E-07,5.29E-07,2.58E-07
1624,-5537.12673,-2128.02247,-1424.53368,-1377.30503,0.000135075,1.80E-07,2.20E-07,1.18E-07
1625,-5495.73804,-1954.63614,-1418.22284,-1374.19748,0.000139402,1.79E-07,2.17E-07,1.18E-07
1626,-6898.77591,-3909.96616,-1388.79911,-1322.35093,0.0831159,5.41E-07,5.60E-07,2.72E-07
1627,-2423.8235,-4153.22549,-2004.07089,-2041.60144,9.25E-09,4.29E-07,6.20E-07,2.41E-07
1628,-4781.13907,-1577.35304,-1028.90339,-1058.49203,0.000701954,7.49E-07,8.42E-07,5.03E-07
1629,-4099.92528,-10708.89953,-1190.96107,-894.18693,0.000144272,2.33E-07,2.63E-07,1.82E-07
1630,232.72328,-2688.69909,-2155.26861,-2173.94519,1.26E-11,2.29E-07,3.39E-07,1.36E-07
1631,-375.78713,-2948.52574,-2147.02002,-2151.36459,6.62E-11,2.56E-07,3.64E-07,1.43E-07
1632,-7900.31864,-3230.40736,-1557.61622,-1509.78742,0.306691,4.52E-07,4.69E-07,2.12E-07
1633,-3108.67522,-2244.09649,-2316.75524,-2322.97855,8.55E-08,6.23E-07,8.91E-07,2.86E-07
1634,61.71943,-2815.80215,-2161.7247,-2179.20631,1.84E-11,2.34E-07,3.49E-07,1.37E-07
1635,-7787.14927,-2958.85751,-1534.0271,-1496.10103,0.231347,4.42E-07,4.61E-07,2.11E-07
1636,-4933.64569,-3596.43947,-1058.68372,-1006.3562,0.000275338,3.28E-07,3.87E-07,2.51E-07
1637,-5705.17919,-2889.36832,-1856.6371,-1822.42531,2.69E-05,1.40E-07,1.80E-07,7.71E-08
1638,-11649.60953,-2068.66161,-2091.68846,-2056.19305,51.6055,1.30E-06,1.45E-06,4.81E-07
1639,-7617.90532,-2330.40201,-1565.62222,-1541.35647,0.0272219,6.06E-07,7.12E-07,3.29E-07
1640,-5420.03097,-1147.64038,-960.444,-993.66628,0.00214669,6.80E-07,7.45E-07,4.47E-07
1641,-4238.38232,-4251.47682,-833.98231,-828.18463,0.000373112,7.59E-07,8.32E-07,5.51E-07
1642,-5118.90852,-4673.71754,-988.86856,-987.37034,0.00140114,9.93E-07,1.11E-06,6.76E-07
1643,-9797.79343,-3171.45323,-2058.11359,-1961.53679,1.99412,4.56E-07,5.14E-07,1.85E-07
1644,-5664.35948,-7948.55224,-1085.81945,-1031.6939,0.00465387,8.40E-07,9.19E-07,5.39E-07
1645,-7558.46892,-4305.15711,-2006.79829,-1964.27303,0.0123109,7.43E-07,9.34E-07,3.50E-07
1646,-7322.14252,-3139.11204,-1991.95168,-1942.31382,0.0056986,6.25E-07,7.94E-07,3.05E-07
1647,-7611.00593,-4715.34616,-2012.01298,-1962.76339,0.0140785,7.45E-07,9.35E-07,3.49E-07
1648,-8017.47598,-3417.18878,-1964.94875,-1933.09936,0.043279,7.43E-07,9.21E-07,3.48E-07
1649,-7968.10269,-3637.1018,-1945.42568,-1936.61381,0.0303184,7.67E-07,9.53E-07,3.57E-07
1650,-8347.45772,-3248.71062,-1990.95368,-1937.81638,0.0685926,6.52E-07,7.61E-07,2.76E-07
1651,-7940.83183,-4540.86851,-1913.10296,-1871.04776,0.0290206,6.00E-07,7.55E-07,2.99E-07
1652,-7768.97435,-4023.2263,-1948.73412,-1905.59976,0.0201242,6.34E-07,8.01E-07,3.14E-07
1653,-7540.25319,-4942.28965,-1516.19687,-1457.95317,0.126182,3.10E-07,3.32E-07,1.56E-07
1654,-7805.24928,-5083.36418,-1551.16197,-1494.77205,0.200398,3.15E-07,3.36E-07,1.55E-07
1655,-5135.53658,-3404.29855,-1042.82408,-1010.72317,0.0010462,2.01E-07,2.20E-07,1.36E-07
1656,-3535.01176,-7878.1114,-1020.73712,-1195.41087,4.50E-05,2.00E-07,2.70E-07,1.75E-07
1657,-5368.29433,-2621.05488,-1202.1631,-1265.0402,0.000282113,6.94E-07,8.18E-07,4.40E-07
1658,-7709.33326,-1437.27597,-1081.2347,-1138.06093,0.0084733,7.50E-07,8.56E-07,4.85E-07
1659,-7727.94824,-1405.88526,-1073.45932,-1124.23993,0.00879191,7.44E-07,8.44E-07,4.83E-07
1660,-6201.45845,-3370.83017,-1239.49076,-1215.26387,0.00726826,5.72E-07,6.40E-07,3.39E-07
1661,-8444.67632,-2736.70007,-2165.21996,-2116.4247,0.132765,9.71E-07,1.21E-06,4.01E-07
1662,-7933.01917,-12619.9889,-1843.66356,-1490.17063,0.12366,2.15E-07,2.27E-07,1.07E-07
1663,-6000.34863,-3448.66099,-1475.57925,-1524.618,0.00839067,1.17E-06,1.41E-06,6.52E-07
1664,-7285.59136,-3004.66698,-1614.36648,-1599.53235,0.0259745,7.96E-07,9.90E-07,4.55E-07
1665,-7405.35009,-1411.73468,-1086.73339,-1148.15541,0.00400028,7.36E-07,8.41E-07,4.80E-07
1666,-7585.41439,-1435.95521,-1098.08509,-1170.61048,0.00528816,7.48E-07,8.55E-07,4.82E-07
1667,-7921.41048,-1308.89786,-1161.07317,-1221.1802,0.0127988,7.80E-07,8.96E-07,4.88E-07
1668,-7809.51293,-1323.80062,-1118.45918,-1180.75079,0.0089737,7.61E-07,8.77E-07,4.86E-07
1669,-7519.0525,-1308.53932,-1086.25691,-1148.9696,0.00594053,7.39E-07,8.49E-07,4.80E-07
1670,-7401.31647,-1271.80348,-1070.67319,-1134.97479,0.00383723,7.28E-07,8.35E-07,4.78E-07
1671,-7465.12231,-1435.72735,-1082.34461,-1147.55318,0.00440783,7.36E-07,8.40E-07,4.81E-07
1672,-6073.08328,-1651.69764,-982.58693,-993.83105,0.00340311,7.08E-07,7.97E-07,4.96E-07
1673,-5412.94945,-5878.47347,-1201.61172,-1226.11476,0.000679902,3.39E-07,4.44E-07,2.68E-07
1674,-6847.36539,-11350.48253,-1506.25618,-1446.01106,0.052284,5.94E-07,6.62E-07,3.04E-07
1675,-4588.69215,-1746.57777,-1741.38741,-1749.80848,3.09E-06,5.43E-07,7.59E-07,3.42E-07
1676,-5258.20585,-5007.4309,-1144.1265,-1149.42111,0.00502739,7.38E-07,8.07E-07,4.34E-07
1677,-3948.55532,-1008.60016,-634.93211,-651.08413,0.000269974,1.08E-06,1.15E-06,8.19E-07
1678,-4230.63342,-1014.63544,-638.61245,-656.00151,0.000377584,1.08E-06,1.14E-06,8.15E-07
1679,-5486.59308,-4228.88309,-1256.58116,-1242.54799,0.00447308,7.42E-07,8.31E-07,4.37E-07
1680,-6371.81242,-19057.5434,-2151.34372,-1584.84202,0.00150999,3.20E-07,3.76E-07,1.78E-07
1681,-6015.7141,-2631.69857,-1793.86943,-1769.08998,0.000360775,3.31E-07,4.03E-07,1.62E-07
1682,-6819.41882,-1300.1036,-1418.12957,-1416.28031,0.0378409,8.19E-07,9.32E-07,4.47E-07
1683,-5732.46647,-16398.43483,-1393.14042,-1084.73706,0.00140299,4.64E-07,5.34E-07,3.21E-07
1684,-5572.43634,-16010.61969,-1333.62226,-1065.51103,0.00118912,4.59E-07,5.25E-07,3.19E-07
1685,-7217.51786,-13697.01474,-1709.14573,-1580.36386,0.0063637,3.77E-07,4.73E-07,2.29E-07
1686,-5447.9741,-13472.11627,-1118.59129,-1070.11523,0.00149045,4.05E-07,4.50E-07,2.67E-07
1687,-5272.39055,-16468.94721,-1289.96936,-1074.96788,0.000951423,4.65E-07,5.39E-07,3.27E-07
1688,-5974.75635,-2491.59356,-1676.28327,-1613.18569,0.000268045,2.72E-07,3.39E-07,1.62E-07
1689,-7022.87831,-2314.54148,-1574.88921,-1517.94908,0.00525361,3.09E-07,3.67E-07,1.80E-07
1690,-5708.2205,-2500.98178,-1711.08343,-1647.08179,0.000118503,2.68E-07,3.37E-07,1.60E-07
1691,-5203.65618,-2557.20992,-1715.3089,-1656.24101,2.94E-05,2.53E-07,3.23E-07,1.56E-07
1692,-5355.49057,-2450.1224,-1659.41626,-1605.27598,6.51E-05,2.73E-07,3.46E-07,1.66E-07
1693,3453.82864,-4655.78264,-1964.34984,-2045.19053,5.54E-15,1.42E-07,2.59E-07,1.22E-07
1694,-5844.92587,-9140.31433,-1411.36961,-1201.05409,0.00918562,8.83E-07,9.50E-07,4.94E-07
1695,-4571.95475,-6776.4105,-1131.10859,-1055.92593,0.00127076,7.94E-07,8.63E-07,5.00E-07
1696,-1351.73108,-3300.07872,-2141.30108,-2149.65252,3.34E-09,5.74E-07,8.01E-07,2.74E-07
1697,-1990.67468,-3285.2968,-2129.19591,-2132.04147,1.36E-08,5.75E-07,7.95E-07,2.73E-07
1698,-3707.29044,-5511.5128,-1875.9407,-1876.18471,2.51E-07,3.33E-07,4.82E-07,2.09E-07
1699,-6925.97255,-6040.14414,-1587.15234,-1472.58205,0.0129164,3.04E-07,3.42E-07,1.66E-07
1700,-5113.66013,-2450.27921,-1044.27389,-1049.63025,0.00125326,4.59E-07,5.01E-07,2.96E-07
1701,-5627.44993,-2315.83328,-1372.60765,-1434.92137,0.00426817,4.70E-07,5.55E-07,2.77E-07
1702,-5989.80275,-1798.55974,-1273.62554,-1318.855,0.00523262,4.99E-07,5.67E-07,2.96E-07
1703,-5869.14235,-1937.21388,-1185.48835,-1209.88915,0.00303781,4.99E-07,5.57E-07,3.04E-07
1704,-5520.61112,-1977.97761,-1070.41558,-1098.01295,0.00183057,4.94E-07,5.51E-07,3.18E-07
1705,-6060.09429,-11649.5495,-1350.18028,-1287.92598,0.00796633,9.18E-07,1.04E-06,5.27E-07
1706,-6074.84627,-4612.62721,-1461.08954,-1395.84624,0.0128569,6.40E-07,7.22E-07,3.48E-07
1707,-8151.308,-3161.10183,-1938.75006,-1916.18035,0.024999,6.12E-07,8.38E-07,3.40E-07
1708,-6362.06402,-5404.14247,-1388.72043,-1349.61795,0.0133099,7.07E-07,8.16E-07,4.09E-07
1709,-6374.70418,-5514.28424,-1521.94255,-1472.13584,0.00958737,6.51E-07,7.79E-07,3.73E-07
1710,-6460.42643,-5596.85439,-1533.0561,-1483.52708,0.0119177,6.76E-07,8.03E-07,3.83E-07
1711,-5073.84852,-8442.38023,-1400.96604,-1280.15428,0.000306651,2.88E-07,3.53E-07,1.97E-07
1712,-5900.01546,-3161.9355,-1219.09902,-1214.33639,0.00733696,8.96E-07,9.91E-07,5.31E-07
1713,-4966.1922,-7554.61081,-1148.97035,-1044.88273,0.00119355,8.14E-07,8.92E-07,5.16E-07
1714,-8531.69718,-8210.02823,-1867.33614,-1769.56285,0.319567,4.66E-07,5.19E-07,1.99E-07
1715,-4896.84319,-3776.84944,-968.40935,-919.3501,0.00108872,4.91E-07,5.25E-07,3.35E-07
1716,-5352.19989,-975.80126,-1055.75783,-1051.60782,0.00160951,4.10E-07,4.71E-07,2.91E-07
1717,-5782.97226,-6710.11017,-1646.88965,-1527.60385,0.000466861,5.57E-07,7.26E-07,3.58E-07
1718,-4364.90223,-2531.20997,-1717.25312,-1659.86352,2.70E-06,1.59E-07,2.11E-07,1.04E-07
1719,-5112.70601,-2045.10721,-1436.92551,-1393.73471,4.53E-05,1.65E-07,2.05E-07,1.12E-07
1720,-6448.66221,-7331.76293,-1494.04694,-1382.04898,0.00715435,5.40E-07,6.39E-07,3.25E-07
1721,-6451.99694,-7331.76293,-1490.37737,-1384.44663,0.00707808,5.40E-07,6.38E-07,3.23E-07
1722,-8139.66919,-3314.36217,-1874.30035,-1789.09119,0.0462531,4.51E-07,5.11E-07,2.03E-07
1723,-8417.12349,-4207.67935,-1858.60569,-1839.49215,0.28009,7.25E-07,8.71E-07,3.39E-07
1724,-5300.7295,-1633.15514,-1220.05188,-1224.2997,0.00223904,6.89E-07,7.66E-07,4.07E-07
1725,-5890.08904,-4830.53536,-1344.51201,-1348.02478,0.00685654,6.52E-07,7.36E-07,3.63E-07
1726,-7452.47339,-17373.50665,-1609.60309,-1445.02161,0.055088,4.93E-07,5.59E-07,2.79E-07
1727,-4661.99919,-3428.20175,-1281.97857,-1279.01417,0.000421744,5.32E-07,6.57E-07,3.65E-07
1728,-5293.08528,-2302.61666,-1047.33429,-1036.05664,0.00327793,1.00E-06,1.08E-06,6.25E-07
1729,-5989.8861,-3258.83306,-1589.80256,-1542.75733,0.000791044,4.52E-07,5.80E-07,2.84E-07
1730,-6646.05656,-14748.41885,-1515.442,-1321.92544,0.00889089,6.09E-07,6.70E-07,3.32E-07
1731,-6640.59078,-15758.25386,-1551.88976,-1313.84487,0.00897663,6.08E-07,6.69E-07,3.34E-07
1732,-6593.66131,-15121.53389,-1495.47441,-1250.70314,0.00986283,6.11E-07,6.68E-07,3.44E-07
1733,-8823.95469,-1843.00595,-1962.74283,-1923.57819,0.350373,1.13E-06,1.35E-06,4.86E-07
1734,-3660.90187,-1728.56714,-1920.96952,-1904.30933,2.83E-06,9.29E-07,1.17E-06,4.42E-07
1735,-2713.73699,-1695.64811,-1887.87469,-1881.05655,3.53E-07,9.06E-07,1.17E-06,4.53E-07
1736,-8992.42855,-1293.37363,-1558.23079,-1533.16682,0.864668,6.83E-07,7.37E-07,3.25E-07
1737,-8630.4551,-1698.08929,-1552.23741,-1526.38794,0.709161,8.72E-07,9.57E-07,4.17E-07
1738,-872.48662,-4255.19266,-1893.07886,-1962.18174,2.69E-10,2.30E-07,3.75E-07,1.66E-07
1739,-4066.93079,-2386.15437,-1597.99684,-1552.10287,1.95E-06,1.57E-07,2.08E-07,1.07E-07
1740,-5870.79667,-2281.71922,-1506.3221,-1452.2506,0.000260635,1.86E-07,2.27E-07,1.18E-07
1741,-3986.17996,-4787.19637,-2124.738,-2003.83081,1.58E-06,9.60E-07,1.36E-06,5.24E-07
1742,-4748.40823,-3488.75529,-1860.14004,-1847.88507,1.54E-05,7.17E-07,1.00E-06,4.32E-07
1743,-8715.79838,-3519.03146,-1753.4326,-1757.1495,0.730511,7.96E-07,1.03E-06,4.39E-07
1744,-4819.12444,-2278.50309,-1058.14802,-1066.97813,0.00152769,6.40E-07,6.94E-07,3.96E-07
1745,-4786.9208,-9712.40292,-1933.08844,-1987.74402,2.96E-06,1.79E-07,2.89E-07,1.30E-07
1746,-6395.02965,-7320.0779,-1962.85098,-1902.46207,0.000259603,5.04E-07,6.87E-07,2.85E-07
1747,-7059.29011,-3718.2247,-2029.30762,-1976.68597,0.00360623,7.82E-07,9.32E-07,3.23E-07
1748,-4535.29808,-3252.81093,-976.85504,-896.44076,8.27E-05,2.13E-07,2.61E-07,1.91E-07
1749,-3772.0641,-2768.82845,-1165.53546,-1160.654,1.35E-06,1.80E-07,2.62E-07,1.84E-07
1750,-5052.92465,-8411.22906,-1489.52295,-1321.63319,3.82E-05,2.02E-07,2.57E-07,1.40E-07
1751,-6383.78029,-2510.48426,-1316.8719,-1300.06724,0.0238869,6.09E-07,6.76E-07,3.37E-07
1752,-5700.16105,-12092.79976,-1787.01143,-1266.59114,0.000296569,8.21E-08,9.30E-08,5.20E-08
1753,-6213.83957,-2804.64155,-1428.01266,-1434.71973,0.0310841,9.04E-07,1.00E-06,4.55E-07
1754,-3942.75036,-5900.05355,-1677.3617,-1727.71935,6.45E-07,1.42E-07,2.04E-07,1.13E-07
1755,1600.99283,-4884.3845,-1811.52903,-1779.00867,6.97E-13,1.12E-07,1.88E-07,9.92E-08
1756,-6645.67223,-5134.67201,-1650.15722,-1601.47245,0.00722855,4.13E-07,4.88E-07,2.24E-07
1757,-5868.12226,-1761.65698,-1468.5978,-1464.50679,0.000371978,5.41E-07,7.08E-07,3.62E-07
1758,-5399.54813,-3575.56692,-1180.59422,-1157.17872,0.00206928,6.90E-07,7.70E-07,4.21E-07
1759,-8781.8018,-7157.15526,-2109.31422,-1955.00085,0.103777,3.53E-07,4.69E-07,1.85E-07
1760,-6223.20376,-10126.91663,-1325.811,-1292.42191,0.0161815,5.24E-07,5.69E-07,2.80E-07
1761,-2633.0956,-10002.42492,-852.4908,-579.56147,4.66E-06,2.26E-07,2.59E-07,2.09E-07
1762,-5040.0925,-1224.57586,-1510.30731,-1546.30948,9.59E-06,1.16E-07,1.56E-07,8.32E-08
1763,-5376.72206,-10574.66145,-1193.74396,-1104.69708,0.00201641,5.07E-07,5.73E-07,3.33E-07
1764,-5609.3807,-2975.89301,-1185.16574,-1180.16471,0.00167966,3.81E-07,4.40E-07,2.55E-07
1765,-7700.20101,-3036.08251,-1648.25712,-1596.20372,0.236789,6.77E-07,7.42E-07,3.00E-07
1766,-4926.2956,-1675.4804,-1008.64499,-1035.52361,0.000737424,7.15E-07,8.03E-07,4.89E-07
1767,-5422.75149,-12208.16874,-1763.22642,-1132.02611,0.000189222,9.03E-08,1.15E-07,7.63E-08
1768,-4021.23514,-983.67093,-815.37545,-792.95988,0.000106667,2.57E-07,2.84E-07,1.97E-07
1769,-4147.28394,-1037.99871,-842.30793,-815.79789,0.000124689,2.57E-07,2.83E-07,1.95E-07
1770,-4361.46515,-1609.90595,-955.90501,-931.66745,6.58E-05,2.19E-07,2.61E-07,1.78E-07
1771,-4103.42942,-1135.34802,-881.24805,-865.65616,6.86E-05,2.33E-07,2.69E-07,1.84E-07
1772,-4005.4562,-1145.30629,-839.11318,-817.33004,9.17E-05,2.52E-07,2.80E-07,1.92E-07
1773,-6270.27952,-1205.64931,-1254.98497,-1248.31365,0.0169758,5.25E-07,5.63E-07,2.99E-07
1774,-4795.75198,-1069.92988,-852.24386,-884.04732,0.000682173,8.44E-07,9.21E-07,5.82E-07
1775,-1954.04791,-1752.03971,-2263.12551,-2390.69313,4.31E-09,4.64E-07,8.84E-07,3.28E-07
1776,-7046.17242,-6621.76892,-1954.24135,-1662.56364,0.00167941,1.17E-07,1.72E-07,9.76E-08
1777,-8831.09144,-1396.39217,-1663.8962,-1634.42678,0.507541,3.17E-07,3.42E-07,1.47E-07
1778,-7437.8737,-4049.29121,-1504.43103,-1471.94604,0.0870911,7.74E-07,8.67E-07,3.89E-07
1779,-5919.40798,-7929.85477,-1568.27895,-1265.11236,0.000690479,1.19E-07,1.40E-07,7.98E-08
1780,-3097.43079,-2037.36534,-723.60314,-747.43138,4.49E-05,6.46E-07,7.11E-07,4.99E-07
1781,-4710.6263,-16698.6104,-1220.26878,-973.77821,0.000823005,7.22E-07,7.91E-07,4.79E-07
1782,-1491.797,-6976.78895,-1805.25787,-1871.24042,8.17E-10,2.48E-07,3.86E-07,1.80E-07
1783,-5419.26921,-2138.94936,-1377.07769,-1344.50531,0.000426046,3.46E-07,4.12E-07,2.20E-07
1784,-5316.84488,-5503.63191,-1074.10856,-1054.46312,0.00449426,8.00E-07,8.56E-07,4.85E-07
1785,-8995.68501,-2856.08775,-1880.46169,-1830.11607,0.771621,6.71E-07,7.62E-07,2.90E-07
1786,-5962.2354,-2498.51224,-1159.55865,-1172.92216,0.00683126,4.48E-07,4.82E-07,2.65E-07
1787,-8929.07384,-6876.4864,-1890.83301,-1783.22693,0.598569,7.08E-07,8.18E-07,3.24E-07
1788,-6364.12811,-15103.36764,-1648.45013,-1322.46519,0.00329696,4.37E-07,5.05E-07,2.70E-07
1789,-6574.52346,-3630.20408,-1372.5702,-1359.21363,0.038583,6.59E-07,7.27E-07,3.52E-07
1790,-6153.49941,-15321.6361,-1452.22,-1393.62066,0.00874119,6.75E-07,8.00E-07,4.01E-07
1791,-3317.91568,-1835.6229,-701.27152,-701.02827,0.000164903,7.26E-07,7.68E-07,5.40E-07
1792,-6752.93596,-3541.95346,-1884.97826,-1911.17174,0.000633476,4.57E-07,7.16E-07,3.16E-07
1793,-7725.12533,-7077.53238,-1714.98348,-1546.89835,0.318125,1.03E-06,1.12E-06,4.75E-07
1794,-4123.21718,-1958.59552,-2425.08771,-2421.97221,6.97E-07,6.85E-07,9.14E-07,2.53E-07
1795,-5060.26288,-3531.80927,-1106.05727,-1092.08219,0.00444183,8.80E-07,9.43E-07,5.17E-07
1796,-7669.64069,-2571.21166,-1638.43603,-1645.79909,0.0409116,6.83E-07,8.35E-07,3.73E-07
1797,-6380.93983,-17494.3342,-1595.94128,-1320.16232,0.0115764,5.49E-07,6.05E-07,3.05E-07
1798,-6441.39347,-16403.77415,-1552.47666,-1327.55163,0.0126404,5.61E-07,6.16E-07,3.09E-07
1799,-6373.91174,-1437.77086,-1233.694,-1199.40197,0.0225084,7.71E-07,8.29E-07,4.41E-07
1800,-4625.66296,-1253.2326,-1247.92567,-1234.32371,0.000403891,6.24E-07,7.24E-07,4.02E-07
1801,-5249.25883,-1585.82262,-906.19369,-895.24015,0.00156419,6.69E-07,7.22E-07,4.56E-07
1802,-7860.13702,-2918.97424,-1671.23333,-1639.4863,0.00705575,3.01E-07,3.78E-07,1.74E-07
1803,-4915.27144,-910.51602,-1011.07881,-1022.16604,0.00163138,5.41E-07,5.83E-07,3.46E-07
1804,-4543.83807,-2325.05538,-965.47413,-948.42088,0.00065874,4.41E-07,4.78E-07,2.99E-07
1805,-7607.8559,-1230.55826,-1027.82005,-1086.88435,0.00744561,7.58E-07,8.62E-07,5.07E-07
1806,-5572.13589,-1779.14984,-1105.48233,-1117.93044,0.00385141,9.09E-07,1.03E-06,5.82E-07
1807,-6323.28984,-2562.50097,-1507.78744,-1509.87484,0.00271704,7.82E-07,1.01E-06,4.93E-07
1808,-6249.84811,-6820.44592,-1654.98401,-1577.75029,0.000955781,4.73E-07,5.98E-07,3.00E-07
1809,-5090.19317,-6830.161,-1636.77501,-1585.5509,4.00E-05,4.92E-07,7.28E-07,3.78E-07
1810,-9057.63249,-2244.79593,-1771.26614,-1724.92319,3.82015,1.02E-06,1.07E-06,3.99E-07
1811,-7251.26484,-5630.2636,-1515.10523,-1454.46257,0.133861,7.85E-07,8.51E-07,3.85E-07
1812,-4651.4458,-1367.95394,-1006.08138,-1013.53725,0.00183564,7.73E-07,8.42E-07,4.99E-07
1813,-4452.23021,-4281.85909,-1016.27532,-974.31858,0.00061879,5.35E-07,5.76E-07,3.44E-07
1814,-4985.00859,-5942.42395,-1040.967,-1031.27395,0.00185938,7.23E-07,7.88E-07,4.62E-07
1815,-4269.52555,-2130.48474,-917.71975,-925.45085,0.000436244,5.18E-07,5.57E-07,3.43E-07
1816,-3040.23011,-2533.07057,-1676.02058,-1662.58341,5.02E-07,5.02E-07,6.44E-07,2.92E-07
