Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
1503,15.02155926,25.0359321,10.01437284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,10.42375966,20.84751932,6.254255797,0,8.339007729,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,10.4471728,20.89434561,6.268303682,0,8.357738243,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,18.06721711,18.06721711,0,0,28.90754738,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,31.05136454,37.26163745,12.42054582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,18.09460336,30.76082571,2.714190504,0,9.047301679,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,13.11979916,22.95964854,3.279949791,1.639974896,6.559899582,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,9.119881818,22.79970455,0,0,9.119881818,0,0,0,0,0,0,4.559940909,0,0,0,0,0,0
1512,17.58647043,28.13835268,1.758647043,0,7.03458817,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,16.68686223,8.343431117,0,16.68686223,0,0,0,16.68686223,0,0,0,0,0,0,0,0,0,0
1514,22.18558049,8.319592685,0,2.773197562,16.63918537,0,0,16.63918537,0,0,0,0,0,0,0,0,0,0
1515,23.05012332,27.98943546,3.29287476,1.64643738,1.64643738,0,0,0,2.46965607,0,0,0,0,0,0,0,0,0
1516,18.59257955,25.56479689,13.94443466,2.324072444,2.324072444,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,5.620387706,28.10193853,0,18.73462569,3.746925137,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,15.68822241,25.27546944,2.614703735,6.100975381,0.871567912,0,0,0.871567912,0,0,0,0,0,0,0,0,0,0
1519,28.14951697,17.91332898,2.559046997,0,10.23618799,0,0,2.559046997,7.677140992,0,0,0,0,2.559046997,0,0,0,0
1520,28.07340213,17.86489226,2.552127466,0,10.20850986,0,0,2.552127466,7.656382398,0,0,0,0,2.552127466,0,0,0,0
1521,28.04753749,17.84843295,2.549776135,0,10.19910454,0,0,2.549776135,7.649328406,0,0,0,0,2.549776135,0,0,0,0
1522,10.55684634,21.11369267,0,0,10.55684634,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,10.11898646,20.23797293,0,0,10.11898646,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,18.39212698,27.58819047,4.598031745,4.598031745,4.598031745,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,18.37070829,27.55606244,4.592677073,4.592677073,4.592677073,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,9.532449875,19.06489975,0,0,9.532449875,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,14.02739323,28.05478646,0,0,9.351595485,0.779299624,0,0,0,0,0,0,0,0,0,0,0,0
1528,24.57662362,36.86493542,3.072077952,6.144155904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,10.18977375,21.83522945,0,7.278409818,1.455681964,0,0,0,0,0,0,0,0,2.911363927,0,0,0,0
1530,24.52107521,19.26655909,1.751505372,0,7.006021488,0,0,3.503010744,3.503010744,0,0,0,1.751505372,1.751505372,0,0,0,0
1531,12.99888352,25.99776704,4.332961173,0,8.665922347,0,0,0,0,0,0,0,0,2.166480587,4.332961173,0,0,2.166480587
1532,15.42522032,24.68035252,0,0,15.42522032,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,0,11.12306104,0,22.24612207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,0,11.5710846,0,23.1421692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,5.536984339,11.07396868,0,0,5.536984339,0.461415362,0,0,0,0,0,0,0,0,0,0,0,0
1537,13.82648979,27.65297957,6.913244893,11.52207482,2.304414964,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,18.03467038,24.04622717,4.007704529,2.003852265,6.011556794,1.001926132,0,0,0,0,0,0,0,0,0,0,0,0
1539,18.3914193,24.52189239,4.086982066,2.043491033,6.130473099,1.021745516,0,0,0,0,0,0,0,0,0,0,0,0
1540,18.56044888,24.74726517,4.124544195,2.062272098,6.186816293,1.031136049,0,0,0,0,0,0,0,0,0,0,0,0
1541,18.24460878,24.32614504,4.054357507,2.027178754,6.081536261,1.013589377,0,0,0,0,0,0,0,0,0,0,0,0
1542,18.65614313,24.8748575,4.145809584,2.072904792,6.218714376,1.036452396,0,0,0,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,17.05124264,26.79480987,7.307675418,2.435891806,7.307675418,0,0,2.435891806,0,0,0,0,0,0,0,0,0,0
1545,7.261214833,14.52242967,2.074632809,8.298531238,0.518658202,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,16.68421431,16.68421431,11.12280954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,16.82258081,16.82258081,11.21505387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,7.656619541,15.31323908,15.31323908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,7.359880426,14.71976085,14.71976085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,12.63861548,21.06435913,0,0,16.8514873,0,0,0,2.106435913,0,0,0,0,0,0,0,0,0
1551,22.73001796,8.265461076,0,2.066365269,14.46455688,2.066365269,0,0,8.265461076,0,0,0,4.132730538,0,0,0,0,0
1552,12.22162313,21.6228717,1.880249713,4.700624282,0.940124856,0,0,1.880249713,0,0,0,0,0,0,0,0,0,0
1553,13.5346361,23.3780078,1.230421463,0,5.331826341,0,0,0,0,0,0.410140488,0,0,0,0,0,0,0
1554,22.49267198,33.73900797,11.24633599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,14.2567549,28.51350981,2.036679272,2.036679272,7.128377452,0,0,0,0,0,0,0,1.018339636,1.018339636,0,0,0,0
1556,4.289643588,21.44821794,0,17.15857435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4.470178877,22.35089438,0,17.88071551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,15.50504521,24.80807233,3.101009042,0,12.40403617,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,11.95495428,19.12792686,11.95495428,0,14.34594514,0,0,0,2.390990857,0,0,0,0,0,0,0,0,0
1560,8.66564508,21.6641127,8.66564508,0,12.99846762,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,11.98319406,11.98319406,17.97479109,0,1.99719901,0,0,0,0,0,1.99719901,0,0,0,0,0,0,0
1562,5.404827635,12.61126448,1.801609212,1.801609212,5.404827635,0,0,0,0,1.801609212,0,0,0,0,0,0,0,0
1563,21.84561106,0,0,0,0,0,0,0,10.92280553,0,0,0,7.281870353,10.92280553,10.92280553,0,0,0
1564,9.064069849,18.1281397,4.532034924,0,4.532034924,0,0,0,0,2.266017462,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,12.03480238,20.78738593,2.188145888,2.188145888,4.376291775,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,0,17.59603349,0,10.5576201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,12.86233221,25.72466442,0,12.1477582,0.714574012,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,15.26386544,26.71176452,0,0,13.35588226,0,3.81596636,0,0,0,0,0,0,0,0,0,0,0
1571,4.740681631,23.70340815,0,2.370340815,8.296192854,0,0,0,0,0,0,7.111022446,0,0,0,0,0,0
1572,12.13700964,30.34252411,2.022834941,0,8.091339762,0,0,0,0,0,0,6.068504822,0,0,0,0,0,0
1573,12.90464359,22.58312627,0,0,6.452321793,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,12.90464359,22.58312627,0,0,6.452321793,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,16.86147169,29.50757546,0,0,8.430735844,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,16.44161676,28.77282932,0,0,8.220808378,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,25.23647271,12.61823635,2.523647271,0,0,0,1.261823635,2.523647271,5.047294542,3.785470906,0,0,2.523647271,3.785470906,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,15.05676159,27.60406292,7.528380796,2.509460265,7.528380796,0,0,0,0,0,0,0,0,2.509460265,0,0,0,0
1580,2.861307864,7.15326966,0,0,5.722615728,0.476884644,0,0,0,0,0,0,0,0,0,0,0,0
1581,5.581792686,11.16358537,0,0,5.581792686,0.46514939,0,0,0,0,0,0,0,0,0,0,0,0
1582,5.581792686,11.16358537,0,0,5.581792686,0.46514939,0,0,0,0,0,0,0,0,0,0,0,0
1583,13.46070866,0,0,0,3.365177164,0,0,0,6.730354328,10.09553149,0,0,0,0,0,0,0,0
1584,21.9831204,14.6554136,0,0,7.3277068,0,0,7.3277068,0,0,0,0,1.8319267,0,0,0,0,0
1585,21.67778543,10.83889272,16.25833907,0,0,0,0,0,5.419446358,0,0,0,0,0,0,0,0,0
1586,8.044664464,24.13399339,0,5.363109643,10.72621929,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,7.970360381,23.91108114,0,5.313573587,10.62714717,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,17.83651863,21.95263831,2.744079789,2.744079789,8.232239368,1.372039895,0,0,0,0,0,0,0,0,0,0,0,0
1589,18.23555461,22.44375952,2.80546994,2.80546994,8.41640982,1.40273497,0,0,0,0,0,0,0,0,0,0,0,0
1590,2.215688554,6.647065662,0,4.431377108,8.862754216,0,0.369281426,0,0,0,0,0,0,0,0,0,0,0
1591,1.05975631,5.298781551,0,4.239025241,12.71707572,0,0.529878155,0,0,0,0,0,0,0,0,0,0,0
1592,11.34102601,22.68205203,0,0,14.17628252,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,14.16092764,22.65748423,0,0,14.16092764,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,13.81748029,22.10796846,0,0,13.81748029,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,16.21421228,24.32131841,4.053553069,0,8.107106138,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,5.37307463,16.11922389,0,0.895512438,9.850636821,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,23.94420623,37.41282223,1.496512889,0,8.979077335,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,27.37674395,25.27084057,4.211806762,2.105903381,6.317710143,0,0,0,6.317710143,0,0,0,0,0,0,0,0,0
1599,19.29872695,32.16454491,2.144302994,0,8.577211977,0,0,2.144302994,0,0,0,4.288605988,0,0,0,0,0,0
1600,26.08347454,27.53255646,2.898163838,1.449081919,7.245409594,1.449081919,0,0,4.347245757,0,0,0,0,0,0,0,0,0
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,0,11.98318806,0,23.96637613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,12.10900054,0,24.21800109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,4.728252865,23.64126432,9.45650573,14.18475859,4.728252865,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,4.806608954,24.03304477,9.613217907,14.41982686,4.806608954,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,4.894857517,24.47428758,9.789715034,14.68457255,4.894857517,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,0,11.30541357,0,22.61082713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,0,11.48764095,0,22.9752819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,0,11.66066968,0,23.32133935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,0,11.85917152,0,23.71834304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,0,11.9083475,0,23.816695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,11.18591752,18.64319586,0,0,22.37183503,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,26.82028869,26.82028869,0,0,16.76268043,0,0,0,6.705072171,0,0,0,0,0,0,0,0,0
1616,13.39348465,26.7869693,13.39348465,0,6.696742324,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,16.86999951,8.434999757,0,8.434999757,12.65249964,0,0,0,8.434999757,0,0,0,0,0,0,0,0,0
1620,15.57950905,7.789754527,0,7.789754527,11.68463179,0,0,0,7.789754527,0,0,0,0,0,0,0,0,0
1621,13.39199323,13.39199323,0,0,26.78398645,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,24.17418548,24.17418548,4.029030914,0,8.058061828,0,0,0,4.029030914,0,0,0,0,4.029030914,0,0,0,0
1623,29.55330326,19.70220217,3.283700362,0,6.567400725,0,0,3.283700362,6.567400725,0,0,0,0,3.283700362,0,0,0,0
1624,13.39131309,13.39131309,0,0,26.78262617,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,13.37515895,13.37515895,0,0,26.7503179,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,20.11747958,14.36962827,5.74785131,0,12.93266545,0,0,0,5.74785131,0,0,0,2.873925655,0,0,0,0,0
1627,30.5645505,21.39518535,3.05645505,4.584682576,7.641137626,0,0,3.05645505,6.112910101,0,0,0,3.05645505,0,0,0,0,0
1628,16.36707389,11.69076706,4.676306824,0,2.338153412,0.584538353,0,0,4.676306824,0,0,0,0,0,0,0,0,0
1629,1.817355133,18.17355133,0,1.817355133,16.3561962,0,0,0,0,0,0,0,0,0,1.817355133,0,0,0
1630,37.72873958,22.00843142,3.144061632,0,12.57624653,0,0,0,12.57624653,0,0,0,0,0,0,0,0,0
1631,37.52892155,21.8918709,3.127410129,0,12.50964052,0,0,0,12.50964052,0,0,0,0,0,0,0,0,0
1632,31.8282508,20.25434142,2.893477346,0,11.57390938,0,0,2.893477346,8.680432038,0,0,0,0,0,0,0,0,0
1633,30.49305965,23.71682417,3.388117739,0,13.55247096,0,0,0,6.776235478,0,0,0,3.388117739,0,0,0,0,0
1634,37.82541779,22.06482704,3.152118149,0,12.6084726,0,0,0,12.6084726,0,0,0,0,0,0,0,0,0
1635,31.53215302,20.06591556,2.866559366,0,11.46623746,0,0,2.866559366,8.599678097,0,0,0,0,0,0,0,0,0
1636,9.231095174,4.615547587,0,0,13.84664276,0,0,0,4.615547587,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,16.31016381,32.62032762,0,0,13.59180317,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,19.93084091,27.90317727,7.972336362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,9.059887008,15.85480226,9.059887008,0,0,0,0,0,0.566242938,0.283121469,0,0,0,0,0,0,0,0
1641,11.06421278,13.83026597,2.766053194,0,0,0,0,0,0,0,0,0,0,0,2.766053194,4.149079791,0,0
1642,13.07057203,17.42742937,2.178428671,0,0,0,0,0,0,0,0,0,0,0,0,3.267643007,0,0
1643,35.0434519,28.67191519,3.185768355,0,6.371536709,0,0,3.185768355,6.371536709,0,0,0,0,0,0,0,0,0
1644,9.77038403,20.93653721,0,0,8.374614882,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,26.4025571,35.20340946,7.334043638,0,2.933617455,0,0,0,0,0.733404364,0,0,1.466808728,0,0,0,0,0
1646,26.76524833,35.68699777,7.434791202,0,2.973916481,0,0,0,0,0.74347912,0,0,1.48695824,0,0,0,0,0
1647,26.41347439,35.21796585,7.337076219,0,2.934830487,0,0,0,0,0.733707622,0,0,1.467415244,0,0,0,0,0
1648,26.27452655,35.03270206,7.298479596,0,2.919391838,0,0,0,0,0.72984796,0,0,1.459695919,0,0,0,0,0
1649,26.38641939,35.18189252,7.329560941,0,2.931824376,0,0,0,0,0.732956094,0,0,1.465912188,0,0,0,0,0
1650,26.44582877,35.26110503,7.346063548,0,5.876850838,0,0,0,0,1.46921271,0,0,1.46921271,0,0,0,0,0
1651,26.39755833,35.19674443,7.33265509,0,2.933062036,0,0,0,0,0.733265509,0,0,1.466531018,0,0,0,0,0
1652,26.56440824,35.41921099,7.379002289,0,2.951600916,0,0,0,0,0.737900229,0,0,1.475800458,0,0,0,0,0
1653,25.58436064,10.23374426,0,10.23374426,10.23374426,0,0,0,10.23374426,0,0,0,5.116872128,0,0,0,0,0
1654,26.29271929,10.51708772,0,10.51708772,10.51708772,0,0,0,10.51708772,0,0,0,5.258543859,0,0,0,0,0
1655,11.64548938,8.734117035,0,2.911372345,14.55686173,0,0,2.911372345,5.82274469,0,0,0,0,0,0,0,0,0
1656,11.84337846,17.7650677,14.80422308,2.960844616,2.960844616,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,8.871906513,17.74381303,0,0,11.08988314,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,5.231423277,15.69426983,0,0,10.46284655,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,5.221674435,15.66502331,0,0,10.44334887,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,12.25345744,24.50691488,0,0,12.25345744,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,28.3596452,11.81651883,7.0899113,18.90643013,0,0,0,2.363303767,14.1798226,0,0,0,0,0,0,0,0,0
1663,12.4708874,24.9417748,0,0,5.668585182,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,22.04267445,23.42034161,2.755334307,0,6.888335767,0,0,0,3.444167883,0,0,0,0,0,0,0,0,0
1665,5.27236307,15.81708921,0,0,10.54472614,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,5.303519808,15.91055943,0,0,10.60703962,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,5.495711915,16.48713574,0,0,10.99142383,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,5.348679229,16.04603769,0,0,10.69735846,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,5.276276344,15.82882903,0,0,10.55255269,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,5.225369409,15.67610823,0,0,10.45073882,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,5.255140409,15.76542123,0,0,10.51028082,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,9.681356072,16.13559345,12.90847476,0,0,0,0,0,0,4.840678036,0,0,0,0,0,0,0,0
1674,13.14198945,26.2839789,0,10.95165787,2.190331575,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,33.19490625,27.66242188,5.532484375,0,0,0,0,0,5.532484375,0,0,0,0,0,0,0,0,0
1676,10.37263057,20.74526113,0,0,12.96578821,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,7.856744946,13.35646641,0,0,3.142697978,0,0,0,0,0,0,0,0.785674495,0,0,0,0,0
1678,7.871065147,13.38081075,0,0,3.148426059,0,0,0,0,0,0,0,0.787106515,0,0,0,0,0
1679,13.18750312,21.97917187,5.861112499,0,5.861112499,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,6.972216084,20.91664825,6.972216084,6.972216084,6.972216084,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,12.21085259,20.35142098,16.28113679,0,0,0,0,0,0,0,0,0,0,0,0,0,4.070284197,0
1682,11.11624168,18.52706946,14.82165557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,4.891334311,17.11967009,4.891334311,13.85878055,0.815222385,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,4.851087983,16.97880794,4.851087983,13.74474928,0.808514664,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,9.824717312,23.2220591,6.252092835,15.18365403,1.786312238,0,0,0.893156119,0,0,0,0,0,0,0,0,0,0
1686,8.280394459,19.57184145,5.269341928,12.79697325,1.505526265,0,0,0.752763133,0,0,0,0,0,0,0,0,0,0
1687,4.746878587,16.61407505,4.746878587,13.44948933,0.791146431,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,14.65932633,14.65932633,0,0,29.31865266,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,14.05781353,14.05781353,0,0,28.11562707,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,14.84305789,14.84305789,0,0,29.68611579,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,14.89225238,14.89225238,0,0,29.78450477,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,14.62571816,14.62571816,0,0,29.25143633,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,29.9899244,23.32549676,3.332213822,0,16.66106911,0,0,3.332213822,6.664427645,0,0,0,0,0,0,0,0,0
1694,6.903163423,20.70949027,0,0,13.80632685,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,7.382423982,22.14727195,1.476484796,2.952969593,5.905939186,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,18.22686468,34.79674165,0,0,16.56987698,0,0,0,0,0,3.313975395,0,0,0,0,0,0,0
1697,19.68295987,34.44517977,0,0,14.7622199,1.640246656,0,0,0,0,1.640246656,0,0,0,0,0,0,0
1698,27.36506091,38.51378943,4.054083097,2.027041549,2.027041549,0,0,0,0,0,0,0,1.013520774,0,0,0,0,0
1699,24.97619906,43.70834836,0,0,6.244049766,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,12.39763047,29.44437237,3.099407618,3.099407618,6.198815236,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,14.04552025,33.35811059,3.511380063,3.511380063,7.022760125,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,13.32304214,31.64222509,3.330760536,3.330760536,6.661521072,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,12.69110339,30.14137055,3.172775848,3.172775848,6.345551695,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,11.9356424,28.34715069,2.983910599,2.983910599,5.967821198,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,9.711145423,21.36451993,1.942229085,1.942229085,7.768916338,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,17.10454128,29.07772018,5.131362385,0,6.841816513,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,25.15181088,35.63173208,2.09598424,0,4.19196848,0,0,2.09598424,0,0,0,0,0,2.09598424,0,0,0,0
1708,13.41817419,26.83634837,0,0,8.945449457,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,14.35183128,28.70366256,0,0,9.56788752,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,14.43313321,28.86626641,0,0,9.622088803,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,1.420037337,17.04044804,0,4.26011201,4.26011201,0,0,0,0,8.52022402,0,0,0,0,1.420037337,0,0,0
1712,13.22965224,21.31443971,2.204942039,1.469961359,2.939922719,0,0,4.409884078,0,0,0,0,0,0.73498068,0.73498068,0,0,0
1713,8.82718712,17.65437424,0,1.10339839,7.72378873,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,22.15864738,33.23797107,1.846553949,9.232769743,2.769830923,0,0,0.923276974,1.846553949,0,0,0,0,0,0,0,0,0
1715,16.15092925,6.460371699,9.690557548,0,6.460371699,0,0,0,6.460371699,0,0,0,0,0,0,0,0,0
1716,17.93991734,8.969958672,13.45493801,0,0,0,0,0,4.484979336,0,0,0,0,0,0,0,0,0
1717,10.80160986,21.60321972,0,1.80026831,10.80160986,0,0,0,0,0,1.80026831,0,0,0,0,0,0,0
1718,15.33400297,15.33400297,0,0,30.66800595,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,13.49910829,13.49910829,0,0,26.99821657,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,6.993700186,20.98110056,0,0,13.98740037,1.165616698,0,0,0,0,0,0,0,0,0,0,0,0
1721,6.993700186,20.98110056,0,0,13.98740037,1.165616698,0,0,0,0,0,0,0,0,0,0,0,0
1722,35.68944045,15.29547448,10.19698298,0,0,0,0,0,10.19698298,0,0,0,0,0,0,0,2.549245746,0
1723,23.62964665,28.06020539,0.738426458,4.430558747,2.215279373,0,0,0,4.430558747,2.215279373,0,0,0,0,0,0,0,0
1724,14.9347271,26.13577242,0,0,9.334204435,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,19.8732543,30.57423739,4.586135608,1.528711869,4.586135608,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,26.17500761,6.543751902,0,8.725002536,4.362501268,0,0,0,13.0875038,0,0,0,0,0,0,0,0,0
1727,9.564780036,13.91240733,11.30383095,3.478101831,1.739050916,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,9.401255358,19.90854076,1.659045063,0,2.212060084,0,0,1.106030042,0,0,0,0,0,0,0,2.765075105,0,0
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,7.101875409,18.93833442,2.367291803,14.20375082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,7.067266074,18.84604286,2.355755358,14.13453215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,6.76047491,18.02793309,2.253491637,13.52094982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,19.30140481,24.12675601,4.825351202,0,9.650702404,0,0,0,0,0,0,0,0,0,4.825351202,0,0,0
1734,19.3397358,24.17466975,4.834933949,0,9.669867898,0,0,0,0,0,0,0,0,0,4.834933949,0,0,0
1735,18.87457994,23.59322492,4.718644985,0,9.437289969,0,0,0,0,0,0,0,0,0,4.718644985,0,0,0
1736,21.04339392,10.52169696,14.02892928,0,7.014464641,0,0,7.014464641,3.50723232,0,0,0,0,0,0,0,0,0
1737,19.346966,31.43881975,1.209185375,0,7.255112249,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,20.7747284,38.58163846,2.967818343,1.483909172,10.3873642,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,14.71600051,14.71600051,0,0,29.43200102,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,13.99738908,13.99738908,0,0,27.99477816,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,17.09569382,34.19138764,0,0,8.54784691,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,24.2086814,26.89853489,5.379706978,2.689853489,2.689853489,0,0,0,2.689853489,0,0,0,0,0,0,0,0,0
1743,24.08320281,26.75911423,5.351822846,2.675911423,2.675911423,0,0,0,2.675911423,0,0,0,0,0,0,0,0,0
1744,13.82454566,27.64909131,0,0,7.488295564,0,0,0,0,0,0.576022736,0,0,0,0,0,0,0
1745,25.64264829,33.12175405,3.205331037,4.273774716,5.342218394,0,0,0,3.205331037,0,0,0,0,0,0,0,0,0
1746,26.21351628,31.45621954,3.495135504,3.495135504,4.36891938,0,0,0,3.495135504,0,0,0,0,0,0,0,0,0
1747,22.2918344,36.47754721,4.053060801,2.0265304,6.079591201,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,11.17904891,0,0,0,0,0,0,0,0,0,0,0,3.726349635,7.452699271,7.452699271,0,0,0
1749,15.18286782,0,0,0,0,0,0,0,3.795716955,0,0,0,3.795716955,7.591433909,7.591433909,0,0,0
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,11.48656502,22.97313004,0,0,14.35820628,0,0,0,0,0,0,0,0,0,0,0,0,0
