Order,I2,N2,O2,H2O,Selectivity,PLD,LCD,Void,Surface_Area,Pore_Volume,Density,Metal_Ratio,Atomic_Number,Atomic_Weight,Atomic Radius,Mulliken_EN,Polarizability,Electron_Affinity,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1,I2_Heat,H2O_Heat,N2_Heat,O2_Heat,I2_Henry,N2_Henry,O2_Henry,H2O_Henry
1015,0.013834676,1.044608243,0.450106134,0.265667957,26.19634712,3.59818,4.33912,0.0131812,0,0.0106401,1.238822625,0.037037037,29,63.546,1.45,4.48,6.7,119,19.52886574,31.73440683,2.441108218,0,9.764432872,0,0,0,0,0,0,0,0,0,0,0,0,0,4414.88563,2500.96678,1837.56159,1855.93126,1.81E-06,5.39E-07,7.71E-07,3.23E-07
1016,102.2980908,1.01825444,0.425076012,0.173988616,210838.8153,3.88005,4.85022,0.0192807,0,0.01552425,1.241972895,0.037037037,29,63.546,1.45,4.48,6.7,119,19.57852677,31.815106,2.447315846,0,9.789263385,0,0,0,0,0,0,0,0,0,0,0,0,0,7872.87215,2057.2668,1845.82736,1841.26583,0.0274895,5.86E-07,7.82E-07,3.13E-07
1017,4.868640776,1.502394716,0.58461025,0.342870947,6678.860635,3.86504,5.58604,0.0470862,0,0.04204204,1.11997891,0.034482759,29,63.546,1.45,4.48,6.7,119,19.0514405,27.51874739,2.116826722,0,8.467306889,0,0,2.116826722,0,0,0,0,0,0,0,0,0,0,5875.50914,2421.23503,1680.72511,1695.03347,0.000601888,7.73E-07,9.82E-07,4.19E-07
1018,84.49537368,1.250467522,0.428789621,0.161899357,152975.1793,5.50118,6.67154,0.176139,120.140534,0.16981818,1.037221094,0.035714286,48,112.411,1.61,4.33,7.2,-70,16.08509321,25.02125611,3.574465159,0,3.574465159,0,0,0,0,0,0,0,0,0,0,0,0,0,6347.93442,1534.03092,1207.45304,1218.54673,0.0105625,6.66E-07,7.37E-07,3.93E-07
1019,0.041887226,0.205676728,0.063944024,36.73885719,3.772759516,3.65052,4.87211,0.0817056,0,0.05103812,1.600873914,0.052631579,27,58.9332,1.52,4.3,7.5,64,6.882024292,6.882024292,3.441012146,0,0,0,0,0,0,0,0,0,0,8.602530365,13.76404858,0,0,5.161518219,3996.97298,8175.28753,1232.45896,1147.02614,2.86E-06,9.04E-08,1.30E-07,9.19E-08
1020,4.018010098,0.238368323,0.070867525,88.21158668,151.3018814,4.51314,4.70324,0.128692,0,0.06961646,1.848585831,0.04,68,167.26,2.26,3.1,22.7,30,16.16118292,32.32236585,0,16.16118292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750.61351,12991.91919,1358.04937,1058.44292,9.74E-05,1.08E-07,1.17E-07,7.15E-08
1021,27.46440063,1.043986754,0.345621277,57.11989603,1564.668913,6.39958,7.12025,0.263936,728.570188,0.2690963,0.980823591,0.03030303,29,63.546,1.45,4.48,6.7,119,22.74232601,11.37116301,2.274232601,0,3.411348902,0,2.274232601,0,6.822697804,0,0,0,1.137116301,0,1.137116301,0,0,0,5267.9219,7932.02105,1209.81258,1139.66371,0.00249177,6.06E-07,6.72E-07,3.83E-07
1022,567.5650748,0.398146314,0.226820429,0.117551454,2547928.913,3.54845,6.24493,0.0668375,39.025403,0.06483832,1.030833369,0.023255814,27,58.9332,1.52,4.3,7.5,64,22.27350897,28.21311137,1.484900598,0,5.939602393,0,0,1.484900598,1.484900598,0,0,0,0,1.484900598,0,0,0,0,8880.92407,1814.75378,1678.80609,1676.88125,0.529778,9.43E-07,1.13E-06,4.76E-07
1023,60.62420384,0.365705102,0.149264256,38.23372843,5215.160534,3.42122,6.5681,0.0825701,45.741106,0.05124146,1.611392275,0.05,48,112.411,1.61,4.33,7.2,-70,17.91255965,24.4262177,1.628414514,3.256829027,9.770487082,0,0,0,3.256829027,0,0,0,1.628414514,0,0,0,0,0,6449.95232,12048.70628,1604.59977,1544.66213,0.00742418,2.65E-07,3.52E-07,1.79E-07
1024,99.26752654,0.294985976,0.095357225,3.221446697,91614.34207,5.20524,6.0267,0.105862,68.087291,0.06379809,1.659328668,0.041666667,29,63.546,1.45,4.48,6.7,119,18.23345009,14.58676007,21.88014011,0,1.823345009,0,0,0,0,5.470035026,0,0,0,0,0,0,0,0,6820.24674,4629.60125,1440.63563,1347.86108,0.0183296,2.40E-07,2.62E-07,1.31E-07
1025,110.8943852,0.245380587,0.078160247,2.530431232,129520.5216,5.17201,5.98391,0.104986,58.712073,0.05774354,1.818142846,0.041666667,29,63.546,1.45,4.48,6.7,119,18.49085567,14.79268454,22.18902681,0,1.849085567,0,0,0,0,5.547256702,0,0,0,0,0,0,0,0,6971.45561,4632.67297,1466.05202,1372.39208,0.021783,2.28E-07,2.48E-07,1.23E-07
1026,311.7892739,0.44625764,0.156252917,0.141359057,1397150.201,5.46046,6.81099,0.135615,94.939475,0.09551022,1.419900464,0.081081081,27,58.9332,1.52,4.3,7.5,64,12.64752454,22.13316795,3.161881136,0,12.64752454,3.161881136,0,0,0,0,0,0,0,0,0,0,0,0,6707.52831,2310.59296,1333.50051,1302.10148,0.0498217,5.38E-07,5.71E-07,2.78E-07
1027,3.184423978,1.166919166,0.465273881,0.207885188,5768.638742,3.5552,4.23217,0.020879,0,0.01331028,1.568637063,0.071428571,27,58.9332,1.52,4.3,7.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6591.77175,2348.41049,2135.70529,2106.6042,0.000402983,5.82E-07,8.00E-07,2.81E-07
1028,28.16486724,1.204330142,0.474116683,0.151501679,51303.56977,3.61289,4.36453,0.0243601,0,0.01585123,1.536795645,0.071428571,27,58.9332,1.52,4.3,7.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384.45958,2087.54998,2089.47699,2059.2266,0.00338316,6.27E-07,8.20E-07,2.91E-07
1029,3.647337218,0.139944208,0.040498461,181.3841484,66.96124311,5.15988,5.77078,0.332065,466.854646,0.17128535,1.938665532,0.063829787,64,157.25,2.33,3.1,23.5,13,8.618556449,4.309278224,0,8.618556449,10.77319556,0,4.309278224,0,4.309278224,0,0,0,0,0,0,0,0,0,5087.01827,23115.02725,2901.77108,1129.30021,0.000531088,1.99E-07,2.19E-07,1.30E-07
1030,70.36055496,0.191863697,0.081067981,0.012362127,822082.9857,4.20266,5.23644,0.0154013,0,0.00747022,2.061693205,0.028571429,56,137.327,2.53,2.4,39.7,14,36.28998792,10.36856798,0,2.592141994,18.14499396,2.592141994,0,0,15.55285197,0,0,0,0,0,0,0,0,0,8866.41164,1407.93887,2002.30591,1954.68469,0.0402854,1.89E-07,2.21E-07,8.22E-08
1031,3.055185808,1.000267614,0.322143716,0.44881332,5749.667435,11.05441,11.45204,0.352742,843.173625,0.29548036,1.193791704,0.111111111,28,58.6934,1.49,4.4,6.8,112,4.617344835,18.46937934,0,0,13.85203451,0,0,0,0,0,0,0,0,0,0,0,0,0,4217.9989,2787.03795,929.36832,923.68487,0.000390271,4.95E-07,5.35E-07,3.29E-07
1032,0.669315446,1.29447779,0.431828804,0.197905958,1159.462079,11.54618,11.77604,0.34135,1574.584483,0.52753275,0.647068831,0.05,23,50.9415,1.71,3.6,12.4,51,0,18.24936126,0,0,6.517629021,0,0,0,0,0,0,0,0,0,0,0,0,0,3331.03178,1189.94177,691.00566,710.07185,8.78E-05,6.63E-07,7.20E-07,5.03E-07
1033,12.79608235,0.961009057,0.300364155,65.16618497,642.1071163,4.61466,7.15837,0.283167,379.39779,0.2297906,1.232282801,0.052631579,68,167.26,2.26,3.1,22.7,30,5.948216837,17.84465051,0,11.89643367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912.17381,9368.97979,1166.53917,1038.57522,0.00139675,5.81E-07,6.21E-07,3.52E-07
1034,9.644492433,0.76557025,0.248825266,156.1654372,204.5320164,4.57761,7.29743,0.281838,370.786174,0.22912797,1.23004624,0.052631579,66,162.5,2.28,3.1,24.5,34,6.013898122,18.04169436,0,12.02779624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968.21477,16223.38731,1571.91466,1062.99723,0.00153952,5.95E-07,6.36E-07,3.58E-07
1035,9.080650324,0.807439668,0.270039243,142.7434594,210.461945,4.61349,7.15958,0.28454,381.048085,0.23290132,1.22171916,0.052631579,67,164.93032,2.26,3.1,23.6,33,5.934148337,17.80244501,0,11.86829667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900.9337,15345.85316,1482.6955,1045.01264,0.00136425,5.84E-07,6.24E-07,3.55E-07
1036,10.6401168,0.782598907,0.252060317,140.5818808,250.4443053,4.5995,6.97868,0.280374,360.135966,0.22449837,1.248891015,0.052631579,69,168.93421,2.22,3.1,21.8,99,6.0015239,18.0045717,0,12.0030478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4966.57847,15502.33484,1481.61891,1059.78358,0.00149114,5.82E-07,6.23E-07,3.50E-07
1037,27.06507247,1.102438998,0.346699769,49.1397206,1783.335488,4.58521,7.11916,0.276701,345.697361,0.21741047,1.272712369,0.052631579,70,173.04,2.22,3.1,21,-2,6.049962637,18.14988791,0,12.09992527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357.0429,6250.26667,1220.89928,1118.70937,0.00345296,6.75E-07,7.20E-07,3.86E-07
1038,0.129034033,0.3110366,0.120175351,0.110675538,793.732004,3.53128,4.75419,0.0267737,0,0.01538507,1.740238678,0.111111111,26,55.847,1.56,4.06,8.4,15,14.37002831,14.37002831,0,0,28.74005662,0,0,0,0,0,0,0,0,0,0,0,0,0,4979.90469,2302.47558,1563.25961,1516.49993,1.60E-05,1.59E-07,2.04E-07,1.06E-07
1039,1.750900002,0.362244821,0.130736646,0.113156848,9628.715439,3.8788,4.84506,0.0333362,0,0.01957926,1.702628057,0.111111111,26,55.847,1.56,4.06,8.4,15,14.05945845,14.05945845,0,0,28.11891689,0,0,0,0,0,0,0,0,0,0,0,0,0,5897.94224,2162.89194,1524.5426,1473.83111,0.000225887,1.82E-07,2.24E-07,1.15E-07
1040,0.035440059,0.304191056,0.120967448,0.121309721,216.1763929,3.77252,4.54433,0.0231804,0,0.01314316,1.763685951,0.111111111,26,55.847,1.56,4.06,8.4,15,14.56364427,14.56364427,0,0,29.12728853,0,0,0,0,0,0,0,0,0,0,0,0,0,4513.62682,2374.63931,1597.70618,1550.89031,4.40E-06,1.53E-07,2.01E-07,1.04E-07
1041,7.165174458,0.373695548,0.130574164,0.115912587,38511.11987,4.00691,4.99612,0.0440982,0,0.02664975,1.654732175,0.111111111,26,55.847,1.56,4.06,8.4,15,13.663958,13.663958,0,0,27.32791599,0,0,0,0,0,0,0,0,0,0,0,0,0,6371.85491,2109.67574,1445.20658,1403.14147,0.000887838,1.89E-07,2.28E-07,1.21E-07
1042,14.80830644,0.400082006,0.141947866,0.11353419,75295.49639,4.05909,4.9457,0.0483265,0,0.02967954,1.628276378,0.111111111,26,55.847,1.56,4.06,8.4,15,13.44549915,13.44549915,0,0,26.8909983,0,0,0,0,0,0,0,0,0,0,0,0,0,6520.11631,2018.97947,1418.30481,1371.29459,0.00171862,2.01E-07,2.39E-07,1.27E-07
1043,6.281106079,0.37431787,0.135367367,0.126066516,32932.69764,4.05591,4.98396,0.0416839,0,0.02497059,1.669319722,0.111111111,26,55.847,1.56,4.06,8.4,15,13.78441473,13.78441473,0,0,27.56882946,0,0,0,0,0,0,0,0,0,0,0,0,0,6345.55013,2147.27306,1467.58476,1421.09432,0.000766688,1.90E-07,2.30E-07,1.20E-07
1044,3.190112813,0.344126251,0.112552139,4.77988214,2030.666755,7.36983,8.50827,0.153759,244.948826,0.10557979,1.456329787,0.036144578,29,63.546,1.45,4.48,6.7,119,16.55692529,8.278462643,0,8.278462643,12.41769397,0,0,0,8.278462643,0,0,0,0,0,0,0,0,0,4568.05614,5836.13859,930.6398,915.01876,0.000403319,1.77E-07,1.95E-07,1.30E-07
1045,0.351983245,0.258796261,0.084332952,0.070722794,2835.017028,7.07381,8.63967,0.122255,181.5694,0.07937105,1.540297211,0.050847458,29,63.546,1.45,4.48,6.7,119,0,8.607791757,0,8.607791757,12.91168764,0,0,0,0,0,0,0,0,0,8.607791757,0,0,0,3598.29682,2549.94367,739.75155,743.07611,4.73E-05,1.30E-07,1.43E-07,1.03E-07
1046,13.06916126,0.732698379,0.225903159,119.3286406,362.1653477,7.1849,7.96983,0.245399,840.326122,0.25615981,0.957991818,0.01369863,58,140.115,1.85,3.1,29.6,635,34.9959055,1.841889763,0,1.841889763,5.525669289,0,0,0,16.57700787,0,0,0,3.683779526,0,1.841889763,0,0,0,5366.86504,10140.80227,1175.21716,1136.40353,0.00216971,5.03E-07,5.63E-07,3.34E-07
1047,0.000966547,0.264095731,0.10565357,0.115192207,6.643736645,3.64754,4.53601,0.0182911,0,0.01024091,1.786080801,0.111111111,26,55.847,1.56,4.06,8.4,15,14.74856984,14.74856984,0,0,29.49713969,0,0,0,0,0,0,0,0,0,0,0,0,0,3111.77537,2398.65337,1622.14413,1574.43914,1.08E-07,1.28E-07,1.77E-07,9.32E-08
1048,0.022230582,0.301026104,0.116560138,0.115432334,139.0231874,3.60728,4.7625,0.0236219,0,0.01348851,1.751260944,0.111111111,26,55.847,1.56,4.06,8.4,15,14.46104472,14.46104472,0,0,28.92208944,0,0,0,0,0,0,0,0,0,0,0,0,0,4338.11448,2351.13545,1587.89998,1534.92837,3.24E-06,1.50E-07,1.97E-07,1.02E-07
1049,0.000483274,0.2446615,0.100860367,0.113831489,3.506911719,3.60675,4.47539,0.0162018,0,0.00899124,1.801954806,0.111111111,26,55.847,1.56,4.06,8.4,15,14.87964951,14.87964951,0,0,29.75929902,0,0,0,0,0,0,0,0,0,0,0,0,0,2518.58777,2413.15487,1636.33455,1593.052,2.23E-08,1.18E-07,1.69E-07,9.05E-08
1050,0.850883597,0.345708833,0.128522836,0.114643346,4816.435721,3.79472,4.73755,0.0317636,0,0.01855998,1.711402866,0.111111111,26,55.847,1.56,4.06,8.4,15,14.13191647,14.13191647,0,0,28.26383295,0,0,0,0,0,0,0,0,0,0,0,0,0,5658.01918,2197.84153,1534.91752,1483.87556,0.00011259,1.71E-07,2.14E-07,1.12E-07
1051,3.069270194,0.368379139,0.134737752,0.107062203,16767.04553,3.69038,4.87118,0.038106,0,0.0227798,1.672797672,0.111111111,26,55.847,1.56,4.06,8.4,15,13.81313392,13.81313392,0,0,27.62626784,0,0,0,0,0,0,0,0,0,0,0,0,0,6064.61253,2039.48127,1482.79893,1433.3106,0.000401252,1.84E-07,2.24E-07,1.17E-07
1052,0.466842231,0.335573872,0.125516929,0.12133259,2671.837693,3.76045,4.78153,0.0287742,0,0.01661844,1.731461745,0.111111111,26,55.847,1.56,4.06,8.4,15,14.29755274,14.29755274,0,0,28.59510549,0,0,0,0,0,0,0,0,0,0,0,0,0,5481.04373,2260.54674,1558.83534,1507.2058,6.31E-05,1.65E-07,2.10E-07,1.09E-07
1053,0.001288729,0.268949843,0.108761028,0.126626812,8.517635724,3.58778,4.54995,0.018552,0,0.01032893,1.796119715,0.111111111,26,55.847,1.56,4.06,8.4,15,14.83146621,14.83146621,0,0,29.66293243,0,0,0,0,0,0,0,0,0,0,0,0,0,2960.47574,2475.56278,1626.75172,1578.90933,7.87E-08,1.28E-07,1.79E-07,9.52E-08
1054,0.007893468,0.295745256,0.114711912,0.128948037,48.77883788,3.59315,4.71054,0.0227495,0,0.0128813,1.766087295,0.111111111,26,55.847,1.56,4.06,8.4,15,14.58347337,14.58347337,0,0,29.16694674,0,0,0,0,0,0,0,0,0,0,0,0,0,3902.95088,2461.70888,1596.60398,1548.07997,1.03E-06,1.46E-07,1.93E-07,1.01E-07
1055,0.000161091,0.251898217,0.102769524,0.13566015,1.095125684,3.54108,4.49009,0.0166882,0,0.00920371,1.813203205,0.111111111,26,55.847,1.56,4.06,8.4,15,14.9725332,14.9725332,0,0,29.9450664,0,0,0,0,0,0,0,0,0,0,0,0,0,2426.67545,2534.67195,1642.18354,1596.47643,1.93E-08,1.22E-07,1.73E-07,9.11E-08
1056,0.361005328,0.339058876,0.123628082,0.132973017,2020.198001,3.82865,4.83784,0.0292767,0,0.01696423,1.725790067,0.111111111,26,55.847,1.56,4.06,8.4,15,14.25071884,14.25071884,0,0,28.50143768,0,0,0,0,0,0,0,0,0,0,0,0,0,5318.60839,2325.97149,1559.01823,1499.31918,4.70E-05,1.69E-07,2.12E-07,1.09E-07
1057,1.275197757,0.356021599,0.132503632,0.111121488,7088.605766,3.8783,4.93023,0.0334257,0,0.01966061,1.700135702,0.111111111,26,55.847,1.56,4.06,8.4,15,14.03887781,14.03887781,0,0,28.07775563,0,0,0,0,0,0,0,0,0,0,0,0,0,5733.10575,2176.51391,1521.36412,1469.12502,0.00016159,1.77E-07,2.22E-07,1.14E-07
1058,0.204263612,0.330577515,0.126369956,0.121915755,1176.234173,3.81957,4.85687,0.0274773,0,0.01578,1.741273473,0.111111111,26,55.847,1.56,4.06,8.4,15,14.37857315,14.37857315,0,0,28.75714629,0,0,0,0,0,0,0,0,0,0,0,0,0,5090.0902,2272.80285,1568.18764,1518.77071,2.59E-05,1.65E-07,2.12E-07,1.09E-07
1059,0.300526438,0.665217476,0.204368246,4.047607187,203.7249326,5.37563,6.48276,0.282194,177.652472,0.26904234,1.048883225,0.2,48,112.411,1.61,4.33,7.2,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,7.683168991,7.683168991,0,0,0,3181.18377,4250.21451,687.15453,619.56158,3.75E-05,3.19E-07,3.42E-07,2.56E-07
1060,271.2896509,0.574259006,0.218298061,59.05136475,15110.95545,4.89142,5.61317,0.0961699,0,0.09198913,1.045448546,0.058823529,12,24.305,1.45,3.75,10.6,-40,13.37161653,26.74323306,0,0,13.37161653,0,0,0,0,0,0,0,0,0,0,0,0,0,7550.16567,7529.3781,1649.49371,1522.75587,0.162942,8.54E-07,9.48E-07,4.16E-07
1061,178.7527178,0.770746605,0.291434056,60.3045968,9709.527163,5.14248,5.81453,0.109417,35.101971,0.10199179,1.072802012,0.058823529,20,40.078,1.94,2.2,22.8,2,12.66111053,25.32222105,0,0,12.66111053,0,0,0,0,0,0,0,0,0,0,0,0,0,7166.03788,8328.72456,1558.98549,1425.47349,0.10789,7.37E-07,8.14E-07,3.80E-07
1062,42.49067919,0.243036554,0.109004688,100.0379904,1410.8532,4.54049,5.07545,0.0662371,0,0.05065188,1.307692926,0.058823529,38,87.62,2.19,2,27.6,5,12.51776169,25.03552337,0,0,12.51776169,0,0,0,0,0,0,0,0,0,0,0,0,0,7464.30556,6459.1088,1724.30159,1589.29381,0.0368296,6.33E-07,7.34E-07,3.27E-07
1063,43.1740252,0.267766107,0.114340362,97.73874618,1466.695544,4.55364,4.94506,0.0669146,0,0.05131292,1.304049856,0.058823529,38,87.62,2.19,2,27.6,5,12.48288877,24.96577753,0,0,12.48288877,0,0,0,0,0,0,0,0,0,0,0,0,0,7454.23098,6464.26899,1719.2711,1583.38896,0.0388275,6.34E-07,7.33E-07,3.28E-07
1064,40.94400204,0.248092374,0.108784983,101.8628535,1335.163042,4.57043,5.17231,0.0698682,0,0.05394535,1.295166392,0.058823529,38,87.62,2.19,2,27.6,5,12.39785268,24.79570537,0,0,12.39785268,0,0,0,0,0,0,0,0,0,0,0,0,0,7446.18205,6510.92761,1709.21478,1569.90416,0.0412082,6.36E-07,7.35E-07,3.28E-07
1065,34.26637964,0.218334478,0.101440585,102.6754117,1108.996149,4.51211,5.08826,0.0635777,0,0.04838344,1.314038374,0.058823529,38,87.62,2.19,2,27.6,5,12.57850287,25.15700574,0,0,12.57850287,0,0,0,0,0,0,0,0,0,0,0,0,0,7459.59997,6461.29581,1736.66536,1600.22294,0.0326145,6.23E-07,7.22E-07,3.20E-07
1066,88.00964545,1.067760286,0.362356039,102.0951587,2833.757117,5.58969,6.13012,0.151778,62.209176,0.1413164,1.0740296,0.058823529,38,87.62,2.19,2,27.6,5,10.28104252,20.56208505,0,0,10.28104252,0,0,0,0,0,0,0,0,0,0,0,0,0,5727.73091,11984.56851,1297.10736,1229.43852,0.00680706,5.99E-07,6.82E-07,3.65E-07
1067,0.008661679,0.663175287,0.283893609,26.34392709,1.057940942,3.57459,4.14611,0.0360508,0,0.03075483,1.172199757,0.034482759,30,65.39,1.42,4.45,6.4,-60,17.14063457,29.99611049,0,0,8.570317284,0,0,0,0,0,0,0,0,0,4.285158642,0,0,0,4163.08353,5750.08499,1976.88714,1885.84415,1.77E-06,4.41E-07,6.86E-07,3.21E-07
1068,5.072658219,0.617631611,0.217743143,7.386725904,2056.513467,3.74726,5.83191,0.310079,229.635578,0.14627474,2.119839755,0.111111111,82,207.2,1.54,3.9,6.8,34,5.816968277,11.63393655,1.938989426,3.877978851,5.816968277,0,0,0,0,0,1.938989426,0,0,0,0,0,0,0,5491.0971,5370.277,1320.98568,1277.59934,0.000804933,3.05E-07,3.79E-07,1.97E-07
1069,3.307674005,0.654164809,0.232683719,59.12123123,183.7349247,4.26503,5.16817,0.155242,41.245212,0.09318835,1.665894989,0.048780488,68,167.26,2.26,3.1,22.7,30,7.67228002,26.85298007,0,15.34456004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5681.03269,11525.32219,1567.51911,1434.14898,0.0011132,3.70E-07,4.32E-07,2.11E-07
1070,0,0.036683835,0.022946682,24.34642936,0,3.38271,3.96293,0.00362437,0,0.00221526,1.63609095,0.052631579,30,65.39,1.42,4.45,6.4,-60,21.7620312,21.7620312,10.8810156,5.440507799,8.160761698,0,0,0,5.440507799,0,0,0,0,0,0,0,0,0,-3419.34576,6851.26851,1879.38523,1744.75348,3.10E-15,4.10E-08,8.33E-08,5.26E-08
1071,0,0.456087041,0.206000881,79.0036877,0,3.44483,4.27143,0.0803773,0,0.06695554,1.20045774,0.076923077,30,65.39,1.42,4.45,6.4,-60,7.10770597,21.32311791,0,2.369235323,11.84617662,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.02006,8470.1463,1656.90823,1495.49319,4.08E-08,3.92E-07,5.79E-07,3.12E-07
1072,5.337478383,1.649233088,0.545404396,0.217739389,7375.130647,6.66206,9.8628,0.41516,1840.946213,0.57466194,0.722442134,0.058823529,29,63.546,1.45,4.48,6.7,119,5.470966636,14.58924436,0,0,7.294622181,0,0,0,0,0,0,0,0,0,1.823655545,0,0,0,4747.57575,1105.53999,844.43986,877.15781,0.000688915,8.38E-07,9.12E-07,5.78E-07
1073,3.499978561,1.655542058,0.55227572,0.201950689,4841.375993,8.31729,12.12225,0.391701,1440.728984,0.5127654,0.763899041,0.058823529,29,63.546,1.45,4.48,6.7,119,5.784914773,15.42643939,0,0,7.713219697,0,0,0,0,0,0,0,0,0,1.928304924,0,0,0,4398.22417,1134.71526,939.51147,961.75255,0.000454026,8.39E-07,9.24E-07,5.57E-07
1074,130.0743802,0.308385036,0.116639863,89.74153505,4808.670394,3.83982,6.1832,0.0839389,0.873738,0.0558592,1.502687155,0.037037037,57,138.9055,1.95,3.1,31.1,45,17.96570854,8.982854269,0,17.96570854,4.491427134,0,0,0,8.982854269,0,0,0,0,0,0,0,0,0,6677.48667,11925.86208,1378.65111,1337.37801,0.00411651,2.38E-07,2.88E-07,1.58E-07
1075,2.087666318,0.371356801,0.124183293,14.89085052,452.2755142,7.63298,8.81743,0.165668,295.33928,0.121863,1.359461065,0.036144578,30,65.39,1.42,4.45,6.4,-60,15.51755632,7.75877816,0,7.75877816,11.63816724,0,0,0,7.75877816,0,0,0,0,0,0,0,0,0,4266.39943,6840.34598,884.36648,882.87957,0.000235474,1.85E-07,2.07E-07,1.45E-07
1076,3.459379972,0.544883545,0.204988803,64.14727768,177.6852538,3.53192,4.62585,0.0473317,0,0.04110211,1.151563653,0.02,28,58.6934,1.49,4.4,6.8,112,20.24499877,32.39199802,2.699333169,1.349666584,8.097999506,0,0,0,0,0,0,0,0,0,1.349666584,0,0,0,7401.01386,7790.48568,1850.03422,1742.29855,0.00209961,4.57E-07,5.83E-07,2.59E-07
1077,13.91399174,1.232677914,0.472396254,0.193338099,24430.92752,4.95576,5.86122,0.110945,0,0.11904998,0.931919553,0.025,47,107.8682,1.65,4.44,7.9,126,16.4694072,22.80379458,0,0,0,0,0,0,1.266877477,0,0,0,0,2.533754954,3.800632431,0,0,1.266877477,5560.80569,1564.92269,1313.97353,1341.88455,0.00179314,6.40E-07,7.94E-07,4.23E-07
1078,2.924516033,0.404874884,0.154900128,174.7243169,55.61478323,4.14157,5.03367,0.13922,0,0.1023697,1.359972743,0.052631579,60,144.24,2.06,3.1,31.4,185,6.994847088,20.98454127,0,13.98969418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452.1592,14739.63752,1762.74651,1317.30072,0.00110906,5.14E-07,5.96E-07,3.07E-07
1079,2.629059097,0.366411585,0.126362716,16.07792133,528.8571173,7.46863,8.45577,0.16811,284.962545,0.11513404,1.460124269,0.036144578,29,63.546,1.45,4.48,6.7,119,16.70837284,8.354186421,0,8.354186421,12.53127963,0,0,0,8.354186421,0,0,0,0,0,0,0,0,0,4429.25512,7192.91738,933.68789,938.14079,0.000301969,1.86E-07,2.07E-07,1.40E-07
1080,9.05322067,1.011922895,0.382114165,1.141388122,11902.30438,3.99634,5.00782,0.0957944,0,0.08713095,1.099430271,0.027777778,30,65.39,1.42,4.45,6.4,-60,18.55517968,20.2420142,3.373669033,1.686834517,8.434172583,0,0,3.373669033,1.686834517,0,0,0,0,0,1.686834517,0,0,0,6122.74105,3062.47858,1488.41473,1489.30593,0.00116768,4.98E-07,6.41E-07,3.26E-07
1081,0,0.367265679,0.186935233,11.61480715,0,3.95518,4.67161,0.0212034,0,0.01355163,1.564637976,0.052631579,30,65.39,1.42,4.45,6.4,-60,21.87046231,25.84691,3.976447693,1.988223846,11.92934308,0,0,3.976447693,1.988223846,0,1.988223846,0,0,0,0,0,0,0,3138.08345,5797.15806,1757.73844,1823.09952,3.81E-08,2.69E-07,4.03E-07,1.84E-07
1082,26.82635295,0.887834884,0.287408446,52.73064064,1658.838886,4.75063,5.36478,0.187887,0,0.15019987,1.250913191,0.090909091,27,58.9332,1.52,4.3,7.5,64,4.095481041,20.4774052,0,2.04774052,14.33418364,0,0,0,0,0,0,0,0,0,0,0,0,0,5858.17675,7327.59895,1420.11187,1273.22973,0.00296232,5.90E-07,6.63E-07,3.43E-07
1083,0.007835888,0.40746757,0.156656195,26.60978954,0.961202277,3.77695,4.38025,0.00719245,0,0.00447079,1.608765392,0.054054054,23,50.9415,1.71,3.6,12.4,51,25.34581956,31.68227445,6.33645489,0,8.448606521,0,0,0,0,0,0,0,0,0,0,0,0,0,4569.65519,6203.32451,1845.81946,1789.62646,1.92E-06,2.06E-07,2.95E-07,1.28E-07
1084,6.316812448,0.587501264,0.241457849,0.79980758,12927.59828,3.40689,4.89689,0.0131146,0,0.00980259,1.337871187,0.015625,30,65.39,1.42,4.45,6.4,-60,29.17192021,42.43188395,5.303985493,2.651992747,3.97798912,0,0,0,0,0,0,0,0,0,0,0,0,0,6970.51053,3943.06079,1982.86072,1994.27904,0.000928585,3.16E-07,4.34E-07,1.65E-07
1085,627.9206572,0.16252864,0.055077024,99.6788359,20952.38654,4.18465,5.78776,0.117737,0,0.09050194,1.300933387,0.035714286,60,144.24,2.06,3.1,31.4,185,26.09092442,6.522731105,0,8.696974807,4.348487403,0,0,0,13.04546221,0,0,0,0,0,0,0,0,0,7386.20117,18092.12866,1611.56023,1433.52662,0.0498794,4.84E-07,5.49E-07,2.77E-07
